,CRASH TIME,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,COLLISION_ID,distance,severity,polar sentiment,neutral sentiment,target
2310,1715,40.893390000000004,-73.857376,1,0,1,0,0,0,0,0,4367629,1216,2.0,0.1027,0.7665,1
2311,13,40.842613,-73.90594,0,0,0,0,0,0,0,0,4364094,346,19.0,0.2512685684204101,0.8494526824951172,1
2312,1755,40.703938,-73.94757,1,0,0,0,1,0,0,0,4368831,73,30.0,0.06934562939256429,0.8690714677497744,1
2313,2122,40.8369,-73.89058,2,0,0,0,0,0,2,0,4366766,688,12.0,0.2572119140625,0.8427377929687501,1
2314,1030,40.705040000000004,-73.95904499999999,1,0,0,0,0,0,1,0,4367821,337,33.0,0.0618238412390463,0.8784909322632011,1
2315,824,40.808556,-73.927414,0,0,0,0,0,0,0,0,4367104,229,38.0,0.24917066057327905,0.8544379358148435,1
2316,219,40.676605,-73.7958,0,0,0,0,0,0,0,0,4367693,333,7.0,0.0,1.0,1
2317,1825,40.68268,-73.922676,1,0,0,0,0,0,1,0,4369598,556,13.0,0.00090263671875,0.9988935546875,1
2318,1445,40.61143,-74.03485,1,0,1,0,0,0,0,0,4371660,440,10.0,0.028534765625,0.9599609375,1
2319,856,40.845943,-73.89218000000001,0,0,0,0,0,0,0,0,4368318,117,16.0,0.2806183654785156,0.8147225952148438,1
2320,1114,40.652927000000005,-73.959335,1,0,1,0,0,0,0,0,4365992,110,22.0,0.08625978851318357,0.8755247116088867,1
2321,1050,40.737353999999996,-73.70819,0,0,0,0,0,0,0,0,4364958,1029,3.0,0.1027,0.871,1
2322,1130,40.76979,-73.988075,0,0,0,0,0,0,0,0,4370343,494,43.0,0.04729295136585511,0.9162793396474174,1
2323,1220,40.84544,-73.83076,1,0,0,0,0,0,1,0,4365809,176,15.0,0.10045628662109374,0.8142099609375,1
2324,1248,40.77936,-73.97737,0,0,0,0,0,0,0,0,4367761,264,27.0,0.08943720216900111,0.8684459650814533,1
2325,1852,40.616046999999995,-73.93464,2,0,0,0,0,0,2,0,4365572,1435,6.0,0.0128375,0.967625,1
2326,2202,40.666374,-73.88320999999999,0,0,0,0,0,0,0,0,4371797,52,21.0,0.08963605728149414,0.8938769836425782,1
2327,2144,40.690086,-73.751205,2,0,0,0,0,0,2,0,4371231,1230,1.0,0.1027,0.851,1
2328,1430,40.682179999999995,-73.94659,0,0,0,0,0,0,0,0,4365933,218,53.0,0.02349617859635333,0.9650370094715496,1
2329,0,40.844463,-73.93829000000001,0,0,0,0,0,0,0,0,4372575,252,37.0,5.053835391445318e-05,0.9999334448744048,1
2330,2249,40.89393,-73.8498,1,0,1,0,0,0,0,0,4371486,582,2.0,0.1027,0.7665,1
2331,715,40.654858000000004,-73.93845999999999,2,0,0,0,0,0,2,0,4368009,344,14.0,0.017250390625,0.98098046875,1
2332,1655,40.85119,-73.85205,0,0,0,0,0,0,0,0,4364405,528,15.0,0.08474892578125,0.794670166015625,1
2333,22,40.707386,-73.91252,0,0,0,0,0,0,0,0,4370437,294,16.0,0.04013285827636719,0.941089813232422,1
2334,2035,40.7642,-73.9557,0,0,0,0,0,0,0,0,4368298,352,44.0,0.10169888866101008,0.8735193339152463,1
2335,0,40.65571,-73.90428,0,0,0,0,0,0,0,0,4372409,491,13.0,0.06168017578125,0.9299677734375,1
2336,1330,40.728184000000006,-73.94305,0,0,0,0,0,0,0,0,4368955,550,18.0,0.03971914978027344,0.953055419921875,1
2337,1455,40.75278,-73.85499,0,0,0,0,0,0,0,0,4368555,305,6.0,0.05135,0.879375,1
2338,40,40.70942,-73.7749,1,0,1,0,0,0,0,0,4372353,1071,3.0,0.05135,0.919,1
2339,815,40.85187,-73.853775,1,0,0,0,0,0,1,0,4366162,486,13.0,0.0367181640625,0.9529462890625,1
2340,730,40.702858,-73.863625,0,0,0,0,0,0,0,0,4368338,169,7.0,0.1027,0.8331249999999999,1
2341,2030,40.63948,-74.01617399999999,0,0,0,0,0,0,0,0,4373308,563,18.0,0.040049826049804685,0.9479891510009766,1
2342,930,40.69827,-73.834854,0,0,0,0,0,0,0,0,4365928,1104,3.0,0.05135,0.87875,1
2343,1718,40.733055,-73.80398000000001,0,0,0,0,0,0,0,0,4363692,593,6.0,0.025675,0.97575,1
2344,1446,40.72766,-73.92938000000001,0,0,0,0,0,0,0,0,4365698,750,13.0,0.021713427734375,0.97386962890625,1
2345,830,40.830535999999995,-73.91571,3,0,0,0,0,0,3,0,4364719,221,22.0,6.268310546875e-06,0.9999898071289064,1
2346,1600,40.63645,-73.91688,0,0,0,0,0,0,0,0,4366362,125,6.0,0.009628125,0.98771875,1
2347,128,40.880527,-73.901794,0,0,0,0,0,0,0,0,4365464,890,16.0,0.04176312561035156,0.9652337951660156,1
2348,900,40.774704,-73.98820500000001,1,0,1,0,0,0,0,0,4371976,5,31.0,0.04955935081560165,0.9204819381209092,1
2349,1350,40.705147,-73.7957,1,0,1,0,0,0,0,0,4370188,259,17.0,0.000921441650390625,0.99904736328125,1
2350,1105,40.826855,-73.922676,0,0,0,0,0,0,0,0,4363926,94,34.0,-0.001490500283241272,0.9989400148391724,1
2351,1300,40.749905,-73.86247,1,0,1,0,0,0,0,0,4364592,929,7.0,0.1027,0.7981875,1
2352,2122,40.659015999999994,-73.95673000000001,1,0,0,0,0,0,1,0,4370029,62,28.0,0.09373837270736694,0.8693220386505127,1
2353,1850,40.609535,-73.75372,1,0,1,0,0,0,0,0,4369094,566,8.0,0.0754203125,0.903609375,1
2354,2226,40.767371999999995,-73.950066,1,0,0,0,0,0,1,0,4369894,173,32.0,0.07723822327470407,0.8283669618954882,1
2355,1422,40.82419,-73.91385,1,0,0,0,1,0,0,0,4367877,759,19.0,3.760986328125e-05,0.9999542236328124,1
2356,2200,40.639365999999995,-73.9113,0,0,0,0,0,0,0,0,4370959,673,6.0,0.009628125,0.98771875,1
2357,1049,40.64928,-73.96351,1,0,1,0,0,0,0,0,4364396,237,21.0,0.10217424545288087,0.8466861686706543,1
2358,1704,40.789547,-73.97151,0,0,0,0,0,0,0,0,4369256,118,19.0,0.08936534461975099,0.8685851402282715,1
2359,1609,40.769115,-73.98855999999999,0,0,0,0,0,0,0,0,4365321,463,43.0,0.04729295136585511,0.9162793396474174,1
2360,244,40.844715,-73.91228000000001,0,0,0,0,0,0,0,0,4369847,587,24.0,0.03409199562072754,0.9780433464050292,1
2361,1230,40.71755,-73.99932,0,0,0,0,0,0,0,0,4370519,273,180.0,0.027739798351367063,0.9606981190735115,1
2362,2335,40.63852,-74.0269,0,0,0,0,0,0,0,0,4370494,316,16.0,0.1094818115234375,0.8876628417968749,1
2363,1040,40.652927000000005,-73.959335,1,0,1,0,0,0,0,0,4365200,110,22.0,0.08625978851318357,0.8755247116088867,1
2364,2045,40.750865999999995,-73.85829,1,0,0,0,1,0,0,0,4373861,685,5.0,0.1027,0.75875,1
2365,1526,40.80538,-73.95466,0,0,0,0,0,0,0,0,4369990,352,25.0,0.05706725014448166,0.9362932397127152,1
2366,1030,40.65287,-73.72974,0,0,0,0,0,0,0,0,4368988,1218,1.0,0.1027,0.915,1
2367,1200,40.708374,-73.84271,0,0,0,0,0,0,0,0,4369237,245,10.0,0.0882578125,0.7762695312500001,1
2368,2115,40.691990000000004,-73.89256999999999,0,0,0,0,0,0,0,0,4369394,452,23.0,0.07691109304428101,0.9083065729141236,1
2369,2300,40.75739,-73.72776,0,0,0,0,0,0,0,0,4364383,488,8.0,0.09628125,0.886109375,1
2370,2138,40.8399,-73.87562,0,0,0,0,0,0,0,0,4366097,413,14.0,0.1010953125,0.879868408203125,1
2371,1215,40.889126,-73.843994,0,0,0,0,0,0,0,0,4369630,188,2.0,0.1027,0.682,1
2372,1225,40.639015,-74.08745,0,0,0,0,0,0,0,0,4366433,499,22.0,0.0067232038021087645,0.9902893157005308,1
2373,1145,40.6747,-73.89853000000001,0,0,0,0,0,0,0,0,4368730,185,19.0,0.08883449707031249,0.8944247131347656,1
2374,1931,40.69068,-73.804214,0,0,0,0,0,0,0,0,4370802,143,17.0,5.6414794921875e-05,0.9999097900390626,1
2375,1659,40.666008000000005,-73.789536,0,0,0,0,0,0,0,0,4370112,1085,7.0,0.0,1.0,1
2376,1715,40.665490000000005,-73.81953399999999,0,0,0,0,0,0,0,0,4365499,207,8.0,0.0272796875,0.94028125,1
2377,900,40.695824,-73.8211,0,0,0,0,0,0,0,0,4368964,850,6.0,0.01925625,0.9698125,1
2378,2330,40.819790000000005,-73.91720600000001,0,0,0,0,0,0,0,0,4366086,513,28.0,-0.0029817841053009033,0.9978817944526672,1
2379,1530,40.761993,-73.75849000000001,0,0,0,0,0,0,0,0,4370099,1188,25.0,0.07590529308915138,0.9287523332834244,1
2380,1115,40.881367,-73.88278000000001,0,0,0,0,0,0,0,0,4370091,275,3.0,0.191725,0.8225,1
2381,1647,40.746033000000004,-73.93441,4,0,0,0,0,0,4,0,4372369,421,14.0,0.0056414794921875,0.9911207275390626,1
2382,2158,40.62318,-74.00802,0,0,0,0,0,0,0,0,4368188,1822,1.0,0.0,1.0,1
2383,1510,40.75267,-73.93641,1,0,1,0,0,0,0,0,4369571,332,30.0,0.03887626057453453,0.9137023132629692,1
2384,1900,40.753788,-73.744286,1,0,0,0,0,0,1,0,4365493,440,15.0,0.07397860107421875,0.9302374267578124,1
2385,845,40.756847,-73.87311600000001,0,0,0,0,0,0,0,0,4371037,1182,7.0,0.08995937500000001,0.8451875,1
2386,1740,40.677208,-73.89723000000001,0,0,0,0,0,0,0,0,4371796,208,21.0,0.08960549926757813,0.8958249282836914,1
2387,1635,40.764713,-73.823044,0,0,0,0,0,0,0,0,4367009,708,8.0,0.01524453125,0.95515625,1
2388,1800,40.59287,-73.99606999999999,1,0,0,0,1,0,0,0,4366341,633,17.0,0.00852490234375,0.984971908569336,1
2389,2010,40.68578,-73.9544,0,0,0,0,0,0,0,0,4367706,332,58.0,0.02472620584081618,0.9692870708563416,1
2390,1810,40.642292,-73.90449,1,0,0,0,0,0,1,0,4372042,328,7.0,0.0561640625,0.937359375,1
2391,715,40.822055999999996,-73.920395,0,0,0,0,0,0,0,0,4363493,377,31.0,-0.0014911613941192626,0.9989411716461182,1
2392,1400,40.722206,-73.868675,0,0,0,0,0,0,0,0,4371069,1482,3.0,0.1027,0.85,1
2393,600,40.822174,-73.95211,1,0,1,0,0,0,0,0,4367006,361,27.0,0.00046258867979049716,0.9904398928880692,1
2394,1200,40.67903,-73.77843,0,0,0,0,0,0,0,0,4367201,1342,5.0,-0.00645,0.9335,1
2395,2336,40.745934000000005,-73.99221999999999,0,0,0,0,0,0,0,0,4369541,381,78.0,0.049531160021639126,0.9290056072607896,1
2396,1435,40.783867,-73.85497,0,0,0,0,0,0,0,0,4368193,1184,2.0,0.1027,0.7735000000000001,1
2397,1500,40.714996,-73.81022,2,0,0,0,0,0,2,0,4368697,696,13.0,0.00170498046875,0.998345703125,1
2398,1000,40.858368,-73.903915,0,0,0,0,0,0,0,0,4364428,269,22.0,0.2513808593273163,0.8493053603172303,1
2399,818,40.63477,-73.94496,0,0,0,0,0,0,0,0,4369809,1601,2.0,0.0,1.0,1
2400,730,40.656729999999996,-73.916595,0,0,0,0,0,0,0,0,4370652,1199,8.0,0.05135,0.9435,1
2401,1749,40.74947,-73.85056,1,0,0,0,0,0,1,0,4364752,474,6.0,0.05135,0.87571875,1
2402,1627,40.643246000000005,-73.94877,0,0,0,0,0,0,0,0,4368007,690,11.0,0.06498984375,0.92003125,1
2403,545,40.585163,-73.95640999999999,0,0,0,0,0,0,0,0,4367351,173,13.0,0.08284199218749999,0.914232421875,1
2404,1753,40.66077,-73.91975,1,0,1,0,0,0,0,0,4366888,797,10.0,0.02808203125,0.9690234375,1
2405,2129,40.80639,-73.92241,1,0,0,0,0,0,1,0,4371221,229,35.0,0.2462044193985872,0.8564705857085064,1
2406,1830,40.61334,-74.01109,1,0,1,0,0,0,0,0,4370480,1509,1.0,0.0,1.0,1
2407,826,40.67034,-73.98873,1,0,0,0,1,0,0,0,4371423,254,39.0,0.02183981649989146,0.9566228303331882,1
2408,604,40.90441,-73.8525,1,0,0,0,0,0,1,0,4369923,1615,2.0,0.1027,0.7665,1
2409,1545,40.581745,-73.960945,0,0,0,0,0,0,0,0,4368612,9,9.0,0.077025,0.912640625,1
2410,1115,40.849959999999996,-73.84774,0,0,0,0,0,0,0,0,4367438,840,16.0,0.084547314453125,0.7958243408203125,1
2411,1430,40.728396999999994,-73.9059,0,0,0,0,0,0,0,0,4365786,39,8.0,0.0978859375,0.857484375,1
2412,830,40.719574,-73.73319000000001,1,0,0,0,0,0,1,0,4369203,720,4.0,0.025675,0.96925,1
2413,1535,40.809574,-73.96805,0,0,0,0,0,0,0,0,4370849,460,18.0,0.0612077018737793,0.9343076858520508,1
2414,1700,40.575726,-73.96115,1,0,1,0,0,0,0,0,4369527,245,8.0,0.077025,0.91278125,1
2415,930,40.738644,-73.887314,1,0,0,0,0,0,1,0,4364689,612,6.0,0.077025,0.89625,1
2416,2000,40.845493,-73.883484,1,0,0,0,0,0,1,0,4370300,561,10.0,0.1010953125,0.8801171875,1
2417,430,40.658432,-73.929,0,0,0,0,0,0,0,0,4371435,792,10.0,0.0048140625,0.994546875,1
2418,1206,40.807095000000004,-73.945984,0,0,0,0,0,0,0,0,4366416,261,43.0,0.25248573306886185,0.8498328828153995,1
2419,1258,40.8463,-73.9327,0,0,0,0,0,0,0,0,4365550,36,40.0,5.171359843971004e-05,0.9999324950765641,1
2420,600,40.819379999999995,-73.91626,0,0,0,0,0,0,0,0,4369858,601,26.0,4.113578796386718e-06,0.9999959278106688,1
2421,1810,40.733967,-73.87177,1,0,1,0,0,0,0,0,4370636,1175,4.0,0.1027,0.851,1
2422,1840,40.6722,-73.734604,1,0,0,0,0,0,1,0,4369301,1373,3.0,0.077025,0.92025,1
2423,529,40.748993,-73.89686999999999,1,0,0,0,0,0,1,0,4363399,550,7.0,0.08344375,0.8829374999999999,1
2424,1824,40.671009999999995,-73.92239000000001,1,0,1,0,0,0,0,0,4365999,260,10.0,0.00240703125,0.9972734375,1
2425,1155,40.719025,-73.98978000000001,0,0,0,0,0,0,0,0,4370140,45,127.0,0.0275150482945318,0.9610116111727244,1
2426,240,40.865963,-73.92985999999999,0,0,0,0,0,0,0,0,4369964,226,27.0,0.00025391554832458497,0.9996823086738588,1
2427,1045,40.733913,-73.901085,1,0,0,0,0,0,1,0,4371997,771,8.0,0.0882578125,0.868328125,1
2428,1300,40.760459999999995,-73.91339,0,0,0,0,0,0,0,0,4371389,906,11.0,0.04252421875,0.9457421875,1
2429,710,40.668377,-73.93394,0,0,0,0,0,0,0,0,4365049,367,38.0,0.002539205220343865,0.9968792254317886,1
2430,1210,40.694214,-73.7531,1,0,0,0,1,0,0,0,4369295,1537,1.0,0.1027,0.851,1
2431,2218,40.745293,-73.9985,1,0,0,0,1,0,0,0,4370152,453,71.0,0.07156858828725403,0.9273893764742605,1
2432,1930,40.654533,-73.97643000000001,0,0,0,0,0,0,0,0,4370957,863,16.0,0.0886840576171875,0.8609412841796875,1
2433,1340,40.817684,-73.89853000000001,0,0,0,0,0,0,0,0,4367903,42,15.0,0.0274107421875,0.9625929565429688,1
2434,850,40.621559999999995,-73.910614,1,0,1,0,0,0,0,0,4372164,1120,4.0,0.1027,0.865,1
2435,830,40.744686,-73.916504,0,0,0,0,0,0,0,0,4373074,265,10.0,0.038913671875,0.94504296875,1
2436,940,40.755720000000004,-73.87499,0,0,0,0,0,0,0,0,4369205,1048,8.0,0.07065468750000001,0.88534375,1
2437,1424,40.875645,-73.8873,1,0,0,0,0,0,1,0,4366633,370,7.0,0.188515625,0.8355625,1
2438,1450,40.705673,-73.94552,0,0,0,0,0,0,0,0,4366057,254,23.0,0.03586071081161499,0.9580613336563112,1
2439,1100,40.608433000000005,-74.15544,0,0,0,0,0,0,0,0,4366626,796,12.0,0.019657421875,0.967513671875,1
2440,1635,40.84343,-73.88254,1,0,0,0,0,0,1,0,4365414,403,11.0,0.10189765625,0.88555859375,1
2441,2100,40.699837,-73.782616,1,0,0,0,0,0,1,0,4371982,182,10.0,0.0006017578125,0.998998046875,1
2442,921,40.677338,-73.927536,0,0,0,0,0,0,0,0,4366612,572,33.0,0.0010289884985191747,0.9983606638561467,1
2443,1900,40.59567,-74.073685,0,0,0,0,0,0,0,0,4364662,674,19.0,0.07126128845214844,0.8872038879394529,1
2444,1400,40.742329999999995,-73.83764000000001,1,0,0,0,0,0,1,0,4371663,61,6.0,0.05135,0.89234375,1
2445,900,40.882393,-73.83623,1,0,0,0,1,0,0,0,4363888,1203,4.0,0.025675,0.9205,1
2446,835,40.85284,-73.88512,0,0,0,0,0,0,0,0,4370293,777,15.0,0.2804929992675781,0.8142579956054687,1
2447,2319,40.649353000000005,-73.95578,0,0,0,0,0,0,0,0,4370656,413,18.0,0.06901409912109374,0.9187169799804688,1
2448,2200,40.689859999999996,-73.95147,1,0,1,0,0,0,0,0,4372348,834,58.0,0.023484345210942517,0.964664376593204,1
2449,1423,40.697098,-73.95385999999999,0,0,0,0,0,0,0,0,4371576,262,40.0,0.06183910480501945,0.8707680534441969,1
2450,1430,40.756015999999995,-73.90162,1,0,0,0,0,0,1,0,4364071,199,7.0,0.08504843749999999,0.889484375,1
2451,2209,40.848995,-73.85591,0,0,0,0,0,0,0,0,4366468,157,12.0,0.07523066406250001,0.908275390625,1
2452,1600,40.54653,-74.180435,2,0,0,0,0,0,2,0,4372484,830,3.0,0.0,1.0,1
2453,0,40.68949,-73.92206999999999,0,0,0,0,0,0,0,0,4370250,189,19.0,0.005245400619506836,0.9939228477478028,1
2454,2247,40.77661,-73.92153,0,0,0,0,0,0,0,0,4368288,223,10.0,0.0,1.0,1
2455,2028,40.70219,-73.928345,1,0,0,0,1,0,0,0,4363996,228,20.0,0.0034344465255737307,0.996139295578003,1
2456,750,40.852059999999994,-73.82664,1,0,0,0,0,0,1,0,4370154,719,12.0,0.09798623046875,0.7518359375000001,1
2457,1750,40.6228,-74.02835999999999,0,0,0,0,0,0,0,0,4370151,318,9.0,0.0593734375,0.921265625,1
2458,1448,40.730537,-73.95065,1,0,0,0,1,0,0,0,4370063,694,19.0,0.03981787567138672,0.9529367218017578,1
2459,1020,40.818012,-73.92519,0,0,0,0,0,0,0,0,4370685,253,36.0,-0.0014909869223483838,0.998940742955194,1
2460,1506,40.63794,-74.1305,1,0,0,0,0,0,1,0,4366211,309,26.0,0.0038823485553264618,0.9941532308459282,1
2461,1600,40.844982,-73.92067,0,0,0,0,0,0,0,0,4369107,62,37.0,0.01495220459110569,0.9914498960061464,1
2462,1150,40.737286,-73.95543,0,0,0,0,0,0,0,0,4365835,428,26.0,0.08394589431881905,0.8908303565680981,1
2463,1753,40.65692,-73.92609399999999,0,0,0,0,0,0,0,0,4365798,1085,7.0,0.009628125,0.98909375,1
2464,1545,40.65634,-73.92137,1,0,0,0,0,0,1,0,4366889,1141,9.0,0.00401171875,0.9958515625,1
2465,1400,40.61593,-74.087425,0,0,0,0,0,0,0,0,4369084,649,26.0,0.05847922688424587,0.90574780061841,1
2466,2148,40.665356,-73.76903,0,0,0,0,0,0,0,0,4364349,124,5.0,0.0063875,0.914875,1
2467,2330,40.632545,-74.13127,0,0,0,0,0,0,0,0,4364815,184,27.0,0.0006624389261007307,0.9988210001885892,1
2468,830,40.692146,-73.919464,0,0,0,0,0,0,0,0,4368150,312,18.0,0.008227941131591797,0.9907202987670898,1
2469,1915,40.657776,-73.77031,0,0,0,0,0,0,0,0,4370254,850,4.0,-0.00645,0.9335,1
2470,1304,40.82162,-73.89589000000001,0,0,0,0,0,0,0,0,4366825,234,14.0,0.054821484374999986,0.9251859130859376,1
2471,1200,40.766684999999995,-73.892136,0,0,0,0,0,0,0,0,4370878,437,7.0,0.0802828125,0.8855,1
2472,717,40.747890000000005,-73.90536,1,0,0,0,0,0,1,0,4371293,249,6.0,0.03209375,0.9609375,1
2473,1745,40.803677,-73.92209,1,0,1,0,0,0,0,0,4365693,404,32.0,0.2469504900943488,0.8569995303340256,1
2474,1503,40.802696000000005,-73.949196,0,0,0,0,0,0,0,0,4369226,21,30.0,0.27829158678464594,0.8216039602644742,1
2475,1255,40.669792,-73.8924,0,0,0,0,0,0,0,0,4370602,197,21.0,0.0892356689453125,0.8944053306579591,1
2476,1608,40.686176,-73.79381,0,0,0,0,0,0,0,0,4368125,645,14.0,6.268310546875e-05,0.9999019775390624,1
2477,1300,40.7568,-73.873665,0,0,0,0,0,0,0,0,4367152,1217,7.0,0.08995937500000001,0.8451875,1
2478,1300,40.786808,-73.94524,1,0,0,0,1,0,0,0,4364240,715,27.0,0.27844202126413586,0.821423791334033,1
2479,1115,40.63686,-73.93849,0,0,0,0,0,0,0,0,4367855,1727,2.0,0.0,1.0,1
2480,1855,40.768485999999996,-73.955505,0,0,0,0,0,0,0,0,4368243,342,42.0,0.10170062188370274,0.8664547866218263,1
2481,1600,40.66077,-73.89551,1,0,0,0,0,0,1,0,4365946,499,22.0,0.0828169189453125,0.903717622756958,1
2482,1804,40.795326,-73.97130600000001,0,0,0,0,0,0,0,0,4370469,161,17.0,0.08786134185791017,0.873974838256836,1
2483,1635,40.625916,-74.13452,0,0,0,0,0,0,0,0,4370357,383,24.0,0.002637231326103211,0.9952989928722382,1
2484,945,40.72498,-73.794235,0,0,0,0,0,0,0,0,4368029,783,8.0,0.00722109375,0.9924609375,1
2485,2230,40.651973999999996,-73.86542,0,0,0,0,0,0,0,0,4367981,1384,2.0,0.1027,0.8640000000000001,1
2486,1355,40.835194,-73.874054,0,0,0,0,0,0,0,0,4364288,641,14.0,0.1010953125,0.8797895507812499,1
2487,1740,40.77365,-73.81532,0,0,0,0,0,0,0,0,4371245,1042,7.0,0.0176515625,0.950625,1
2488,921,40.670326,-73.906494,1,0,0,0,1,0,0,0,4366560,298,19.0,0.07997698249816895,0.9081692466735841,1
2489,742,40.74462,-74.0027,1,0,1,0,0,0,0,0,4370173,463,62.0,0.07154766909471685,0.9272671614700219,1
2490,1628,40.720284,-73.812294,0,0,0,0,0,0,0,0,4371662,773,4.0,0.025675,0.97575,1
2491,1430,40.778473,-73.77655,1,0,0,0,0,0,1,0,4369379,326,8.0,0.09628125,0.86746875,1
2492,631,40.717690000000005,-73.831406,1,0,0,0,0,0,1,0,4364547,578,8.0,0.05776875,0.828203125,1
2493,1550,40.669044,-73.87578,1,0,1,0,0,0,0,0,4364923,304,15.0,0.102449267578125,0.846937255859375,1
2494,1127,40.792362,-73.96418,1,0,1,0,0,0,0,0,4364272,88,25.0,0.08788198933005334,0.8739500709176063,1
2495,1445,40.639286,-73.93748000000001,0,0,0,0,0,0,0,0,4366597,1604,5.0,0.025675,0.97725,1
2496,147,40.69426,-73.91036,1,0,0,0,1,0,0,0,4366795,404,15.0,0.06581099243164062,0.9211790161132812,1
2497,1617,40.651875,-73.90456,0,0,0,0,0,0,0,0,4368215,163,9.0,0.06178046875,0.929984375,1
2498,717,40.733596999999996,-73.91062,0,0,0,0,0,0,0,0,4369170,409,6.0,0.08344375,0.8854375,1
2499,1220,40.728016,-73.83175,0,0,0,0,0,0,0,0,4365401,575,8.0,0.05776875,0.83096875,1
2500,52,40.797886,-73.973465,0,0,0,0,0,0,0,0,4364431,244,14.0,0.08566273193359375,0.8764439697265625,1
2501,2116,40.580444,-73.967125,1,0,0,0,1,0,0,0,4366384,139,15.0,0.05776875,0.9422354736328123,1
2502,1630,40.705864,-73.91884,0,0,0,0,0,0,0,0,4368449,373,18.0,0.006836376190185547,0.9923378829956054,1
2503,1805,40.698890000000006,-73.91753,0,0,0,0,0,0,0,0,4372350,562,18.0,0.008231075286865234,0.9907171249389648,1
2504,2115,40.58265,-73.98626,0,0,0,0,0,0,0,0,4365224,267,18.0,0.06308427734375,0.9330623703002928,1
2505,2100,40.708040000000004,-73.84503000000001,3,0,0,0,0,0,3,0,4372025,467,11.0,0.0882578125,0.7768613281250001,1
2506,1,40.763546000000005,-73.88209,0,0,0,0,0,0,0,0,4369167,754,10.0,0.093083984375,0.8749140625,1
2507,1822,40.859615000000005,-73.89524,0,0,0,0,0,0,0,0,4365020,452,18.0,0.2740977554321289,0.8227311706542969,1
2508,635,40.717014,-73.82970999999999,1,0,0,0,0,0,1,0,4370781,754,8.0,0.05776875,0.828203125,1
2509,800,40.72614,-73.88688,0,0,0,0,0,0,0,0,4369393,839,6.0,0.099490625,0.85284375,1
2510,10,40.66012,-73.95058,3,0,0,0,0,0,3,0,4365052,284,37.0,0.059127027025031566,0.9066812555707728,1
2511,1200,40.790314,-73.94769000000001,0,0,0,0,0,0,0,0,4366500,492,29.0,0.18911681767776609,0.8290433669313788,1
2512,2100,40.652393,-73.8681,0,0,0,0,0,0,0,0,4368133,1125,3.0,0.1027,0.89,1
2513,1820,40.665146,-73.9023,0,0,0,0,0,0,0,0,4368869,684,19.0,0.07992095947265625,0.9082340393066406,1
2514,1134,40.646793,-73.95813000000001,0,0,0,0,0,0,0,0,4363803,497,17.0,0.09710866699218752,0.8872698974609375,1
2515,1330,40.764828,-73.86985,0,0,0,0,0,0,0,0,4366491,572,4.0,0.064575,0.818125,1
2516,210,40.858433000000005,-73.885124,0,0,0,0,0,0,0,0,4371298,370,14.0,0.28023599853515624,0.8146878662109375,1
2517,30,40.65432,-73.91788000000001,0,0,0,0,0,0,0,0,4363794,944,9.0,0.028884375,0.96890625,1
2518,300,40.696663,-73.98085,0,0,0,0,0,0,0,0,4367086,268,100.0,0.03783833161608554,0.9428899225773414,1
2519,2012,40.847640000000006,-73.90100000000001,0,0,0,0,0,0,0,0,4365270,445,19.0,0.2731943351745605,0.8238310012817383,1
2520,1710,40.81858,-73.89386999999999,2,0,0,0,0,0,2,0,4364736,272,14.0,0.054821484374999986,0.9251859130859376,1
2521,1943,40.752598,-73.77564,3,0,0,0,0,0,3,0,4369417,1188,5.0,0.26335,0.851,1
2522,1910,40.818012,-73.92519,0,0,0,0,0,0,0,0,4365084,253,36.0,-0.0014909869223483838,0.998940742955194,1
2523,1334,40.619423,-73.917244,0,0,0,0,0,0,0,0,4365074,1031,4.0,0.1027,0.865,1
2524,2337,40.72481,-73.86851,1,0,0,0,0,0,1,0,4365190,1689,3.0,0.1027,0.85,1
2525,24,40.610256,-73.767494,0,0,0,0,0,0,0,0,4370618,909,7.0,0.05135,0.93225,1
2526,930,40.889618,-73.8983,0,0,0,0,0,0,0,0,4366988,588,7.0,0.124425,0.9033125,1
2527,1835,40.77039,-73.91771,0,0,0,0,0,0,0,0,4364414,736,9.0,0.1027,0.851,1
2528,1240,40.677467,-73.7418,0,0,0,0,0,0,0,0,4370722,1477,4.0,0.077025,0.92025,1
2529,1752,40.664303000000004,-73.9573,1,0,1,0,0,0,0,0,4370033,476,52.0,0.0731308222293362,0.8919664791020991,1
2530,1900,40.649967,-73.958626,0,0,0,0,0,0,0,0,4363816,193,18.0,0.08867152099609374,0.8727443237304687,1
2531,840,40.68915,-73.98454,1,0,0,0,1,0,0,0,4369002,22,90.0,0.06470035889390521,0.8683535139699982,1
2532,22,40.712727,-73.72899,5,0,0,0,0,0,5,0,4370986,859,3.0,0.0,1.0,1
2533,1325,40.70497,-73.889854,0,0,0,0,0,0,0,0,4370432,673,11.0,0.1020982421875,0.857224609375,1
2534,1930,40.779278000000005,-73.90088,1,0,0,0,0,0,1,0,4367059,888,7.0,0.0802828125,0.8855,1
