,CRASH TIME,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,COLLISION_ID,distance,severity,polar sentiment,neutral sentiment,target
9641,754,40.83752988162201,-73.34566804019565,0,0,0,0,0,0,0,0,4310466,7301,43.09845016653157,0.23123939050227155,0.5080021746967348,0
9642,907,40.93386542498703,-73.62089632408752,0,0,1,0,0,0,0,0,4316500,1428,20.750776417517958,0.26796374085000435,0.8350364231892063,0
9643,1309,40.88087695142339,-73.93203235826634,0,1,0,1,0,0,1,0,4327574,8982,23.980581376829317,0.22376323187637867,0.7361159478986252,0
9644,1974,40.76267282220291,-73.59773857153013,1,1,0,0,0,0,0,0,4313893,8544,32.60568807727532,0.27204993716252424,0.5262947606404047,0
9645,944,40.815577203077915,-73.20875888287968,0,1,1,0,0,0,0,0,4310810,7245,46.18160552898851,0.27897870470590425,0.5023652222295806,0
9646,876,40.508484209721246,-74.24491579763094,0,0,0,1,0,0,0,0,4305556,993,43.68120594459428,0.11256102824168594,0.49579466976143316,0
9647,1442,40.8771013557665,-74.44114043715611,0,1,0,0,1,0,0,1,4327919,7563,32.47126991277411,0.4292556316288549,0.6699260770732102,0
9648,2048,40.87035100569558,-73.43956811194955,0,1,0,0,0,0,0,0,4301442,1151,35.89909846903595,0.263800111938866,0.6251772037433835,0
9649,891,40.81709004626292,-73.21248831428557,0,1,1,0,0,0,0,0,4310809,7284,45.40703546319156,0.27322901927782484,0.5001713875199286,0
9650,1727,40.793378994451,-73.15403629350062,0,1,1,0,0,0,0,0,4310834,6659,57.5470055170393,0.3633448293228604,0.5345557367922753,0
9651,2262,40.66131821951478,-73.67843157549852,0,1,0,1,1,0,1,0,4302239,831,29.0,0.2710734012500108,0.4967297661914158,0
9652,1991,40.95544107803932,-73.32438694167692,0,0,1,0,0,0,1,0,4308060,965,46.336717517396835,0.004018998077524108,0.7064833997778044,0
9653,811,40.722900426534494,-74.3998608183535,0,0,0,0,0,0,0,1,4321191,591,34.17185620193808,0.3299431370707791,0.6286071874573205,0
9654,832,40.92024545045942,-73.45013070588021,0,0,1,1,0,0,0,1,4309644,2988,40.893949479194035,0.32734011434872556,0.5562083870279252,0
9655,1572,40.71077961653666,-73.82044860403566,0,1,1,0,0,0,0,0,4307201,2030,61.93960640515982,0.16989808770978548,0.5630490388329064,0
9656,2249,40.81293964191308,-73.30131446350487,0,0,0,0,0,0,0,0,4310742,6899,59.242153794082974,0.4000512822697536,0.6142132965056062,0
9657,2173,40.82492299772592,-73.26777705960738,0,1,0,0,0,0,1,0,4314233,8364,26.608932567015152,0.3220693189796862,0.5005587058206439,0
9658,2049,40.79780270520394,-73.22378430711201,0,0,1,0,0,0,0,0,4310991,6214,58.19209756188518,0.4062602908380203,0.6028329952294937,0
9659,935,40.952376028770836,-73.49829465602814,1,0,1,0,0,0,1,1,4310227,2721,41.56240984122532,0.30620257055128863,0.5727112219690402,0
9660,1025,40.93044448063947,-74.35072500776263,0,0,1,1,0,0,1,0,4316930,196,62.36493048529722,0.024828099063853554,0.5970048961690047,0
9661,1047,40.76909354559974,-74.42563035949362,0,0,0,0,0,0,0,0,4321300,8034,22.131930962414685,0.13152755832259225,0.6290131567763504,0
9662,677,40.90000852909435,-74.69286531094757,0,0,0,1,0,0,0,0,4322854,799,37.68913307280938,0.396479286129383,0.8901007889588932,0
9663,1636,40.69188093182774,-73.69293082293558,0,0,0,0,0,0,0,0,4319497,1599,32.414788579471804,0.1677739959043625,0.4665251675250257,0
9664,1860,40.59266568051079,-73.1764039328667,0,1,0,0,0,0,0,0,4302256,2382,21.67125501488834,0.40400908154729326,0.5675167050727136,0
9665,1303,40.82693614705183,-74.42799224645626,0,1,1,1,0,0,0,1,4301737,1804,9.814936351605521,0.3594998865624522,0.6331202293716356,0
9666,1228,40.834914023711534,-74.40310979090309,0,0,1,1,0,0,1,0,4317238,590,59.88926251204189,0.045175158317704904,0.6080859725579808,0
9667,2317,40.67703037681308,-73.50085651074197,0,0,0,0,0,1,0,0,4312592,1356,41.44214929646045,0.28437664085460274,0.8733102431901383,0
9668,1660,40.54738710467302,-74.53497151861895,1,0,0,1,0,0,0,1,4303180,8194,33.2078414493683,0.28741729054558085,0.36747109282940793,0
9669,1102,40.968302244191435,-73.33989848767828,0,0,1,0,0,0,1,0,4309505,2461,39.071723733148495,0.243137211118842,0.606791624874008,0
9670,1825,40.62192946030814,-74.41857360018956,0,1,0,0,0,0,1,0,4313464,8440,13.24365515461906,0.3939044341014779,0.8724244767432958,0
9671,524,40.67008143889273,-73.91849421451441,0,1,0,0,0,0,0,1,4321973,5740,57.0,0.2313755649240335,0.5947844828266291,0
9672,1702,40.7368078639416,-74.69569432374446,0,0,0,0,0,0,0,0,4315149,8981,36.88247799776616,0.24611772682025024,0.8457353677332555,0
9673,1805,40.60407977694699,-74.02796743242719,0,1,1,0,0,0,0,0,4303528,2574,26.15824818499196,0.20207716659409894,0.5810661281308359,0
9674,1275,40.873901819520555,-73.16555764420458,0,1,0,0,0,0,0,1,4320277,7305,67.55678133187634,0.37859525302097036,0.5819509707507817,0
9675,990,40.91030296290449,-74.29870923382093,0,0,0,0,0,0,0,0,4317193,137,59.64322237140571,0.04536364682009322,0.5671697902974756,0
9676,1889,40.86301855232047,-74.41641718239212,0,0,1,0,1,0,1,0,4309835,1577,68.59782869043784,0.2475390762736781,0.6917215547632415,0
9677,1899,40.781360957209074,-73.70300356448752,0,0,0,1,0,0,1,0,4324765,8525,40.30126576242708,0.04905467472057349,0.7250131495064287,0
9678,815,40.79473227748531,-74.26250283201304,0,0,1,0,0,0,0,1,4322551,6318,24.697631312820285,0.4417949096413092,0.5069586924114149,0
9679,1039,40.78880903436584,-74.19373189161571,0,0,0,0,0,0,0,0,4318123,253,50.508806803521196,0.11544796950398975,0.49371807909843946,0
9680,2174,40.636428228070734,-74.35990535529447,0,0,0,0,0,0,0,0,4316820,587,7.611454902080659,0.3325285544151165,0.7087859852711487,0
9681,1669,40.67995327597144,-74.45518971460626,0,1,1,1,0,0,0,1,4303389,2280,23.24443372412184,0.1753558320035048,0.5953394350965963,0
9682,1624,40.840308831853136,-73.46034614882913,0,0,1,0,0,0,0,0,4311309,6078,42.94600941659456,0.37847157860750924,0.7084641699536749,0
9683,2048,40.76300655010462,-73.86304403496045,0,0,0,0,0,0,0,0,4321877,7762,56.14958545479443,0.17233856011351426,0.5883530193912831,0
9684,2003,40.80246652625045,-73.24974014414478,0,0,1,0,0,0,0,0,4311026,6199,56.51927925605072,0.40321128140873114,0.6144229690681265,0
9685,1586,40.87614821224291,-74.48148488308344,0,0,0,1,1,0,0,0,4327190,8301,34.81433374588815,0.311565796846399,0.7336170457087131,0
9686,1231,40.69557127237393,-73.3228663527765,0,0,0,1,0,0,1,0,4303906,7884,29.497357346125106,0.19387672475624487,0.7212092840381227,0
9687,1023,40.65989304181503,-73.14249553970046,0,1,0,1,0,0,1,0,4304278,7645,42.344466170872956,0.2931693248173288,0.7298151065701093,0
9688,1185,40.65340927555578,-73.38059532019999,0,0,0,1,0,1,0,0,4303648,7987,33.372138917797294,0.2068523251083373,0.6417691347705825,0
9689,1448,40.67530879624864,-73.87124223722373,1,1,0,0,0,0,0,0,4320240,606,43.918779278169126,0.1855943035178273,0.4035422364424032,0
9690,1841,40.566188143100554,-73.77140200327113,1,1,0,1,1,0,0,1,4305636,9041,35.76478128110054,0.47064991836472536,0.7009405873372483,0
9691,1930,40.670840765044126,-73.09502064618773,1,0,1,0,0,1,1,0,4313937,1937,45.31554277230789,0.2078240143797424,0.816113458891335,0
9692,1728,40.741835729818256,-74.24757026982707,0,0,1,0,0,0,1,0,4325769,5066,58.40589320387705,0.11392167669995089,0.675812987734262,0
9693,1577,40.56003081379604,-73.23549015461546,1,0,0,0,0,0,1,0,4315290,2765,39.183444686778344,0.15541927719216608,0.7633167259283217,0
9694,599,40.94260254896997,-74.02964737726053,0,0,1,0,0,0,0,0,4312074,5751,6.255321489558438,0.3115962622229038,0.9626723596372903,0
9695,1348,40.56114639208748,-74.36123959970591,0,0,0,1,0,0,1,1,4304843,1734,36.40841373630366,0.10320782073012694,0.5333210094387079,0
9696,1572,40.86363612856837,-73.16946266898711,0,0,1,0,0,0,0,0,4314573,1492,24.50770532148063,0.3301335490669162,0.9077161229150716,0
9697,1975,40.782415517463576,-73.98732803848294,0,0,0,0,0,1,0,1,4311175,5783,36.296592232009495,0.24253092369977633,0.6709798822118569,0
9698,1898,40.78559402857978,-73.71467372742539,0,0,0,0,0,0,0,0,4321505,7678,58.74753737128624,0.21782860651824418,0.582063554108793,0
9699,1861,40.796054808429474,-73.41133730743368,0,1,0,0,0,0,0,0,4329302,3976,66.3250691221028,0.40287576931480645,0.9341820527928162,0
9700,922,40.5215126561153,-74.22160817386259,0,0,0,1,0,0,0,0,4305404,1074,42.764603443453815,0.1195017532158957,0.522917132070949,0
9701,1170,40.88049981200208,-74.41808091419847,0,1,1,1,0,0,0,1,4301135,1630,4.920943654196261,0.42660587223598456,0.6468883493656692,0
9702,923,40.91459573110824,-73.33931886479097,0,0,0,0,0,0,0,0,4316361,1970,2.1930724679702487,0.37661615068262067,0.9339175210832863,0
9703,1559,40.81849179569205,-74.64390409182457,0,0,0,0,0,0,0,0,4301633,4893,7.168703027700444,0.15944265942830219,0.8074920144349439,0
9704,1358,40.90288284735488,-73.22081632864571,1,0,1,1,0,0,1,0,4311110,2244,41.519799899087445,0.32054462551121,0.6830580539178849,0
9705,1786,40.66269802071071,-74.23710182612399,0,1,0,1,1,0,0,0,4303633,2473,28.288833011524297,0.14708495949048503,0.7250247563171077,0
9706,2090,40.73085747682055,-74.41386706909893,1,0,1,1,0,0,0,1,4304926,7971,13.941552686113958,0.28920955139164684,0.762651362482396,0
9707,1987,40.81516983815392,-73.6000522480411,0,0,0,0,0,0,0,0,4320756,1181,52.75082373866588,0.10875617276699694,0.47561200694059447,0
9708,1902,40.673677058200106,-74.72660179236556,0,0,0,0,0,0,0,0,4313859,8823,17.599183130121318,0.3595171234668758,0.9209269312757706,0
9709,1953,40.76003687638845,-73.94308022535485,0,1,0,1,0,0,1,1,4302679,1729,33.181073634545555,0.17785517819101648,0.6046500449821702,0
9710,1010,40.9942209807166,-74.5735800253991,0,0,1,1,0,0,1,1,4309733,5023,62.58161798117427,0.16984183462772073,0.6770861746577634,0
9711,1815,40.86933780163595,-74.50738242479258,0,0,1,0,1,0,1,0,4309510,1957,68.41465532791243,0.3186085838927424,0.7219903924849096,0
9712,1133,40.88237713737357,-73.77118224381499,0,0,0,0,0,0,0,1,4319625,7976,58.87058104375452,0.30453044236986393,0.6299824751333652,0
9713,1566,40.87756698154358,-74.50109838036198,0,0,0,1,1,0,0,0,4327213,8326,33.88536500027917,0.3207697078301619,0.7227840884661836,0
9714,1087,40.8691510263872,-73.37379324410598,0,1,0,0,0,0,0,1,4321644,7082,59.30208263052843,0.2713312440462319,0.7232715800748046,0
9715,1345,40.76844003969951,-74.86026354198181,0,1,0,0,0,0,0,0,4310920,8833,16.999518750978247,0.24196088834551954,0.9303809119362096,0
9716,1260,40.550773985243474,-74.34161366948628,0,0,0,1,0,0,1,1,4304982,1595,37.78519711367697,0.10446629427173579,0.5248045954880435,0
9717,1072,40.87461011939484,-73.60784287183537,0,0,0,0,0,0,1,1,4320939,7470,57.44607963141574,0.2660122510738311,0.7062768881016771,0
9718,1572,40.58731065892041,-74.41074576378472,0,0,0,1,0,0,1,1,4304493,2086,32.93549484693601,0.10003333692515748,0.5548035573580211,0
9719,1467,40.83524969668894,-74.16271804920049,0,1,0,1,0,0,0,0,4301184,1267,10.425369452015392,0.4101629640484547,0.6035429703473337,0
9720,2189,40.94095186239095,-74.11011104952009,0,0,0,1,0,0,0,0,4310277,9375,34.885027395571655,0.31156818544517995,0.8556120940734608,0
9721,1556,40.8365959682495,-73.36816720759084,0,0,0,1,0,0,1,0,4324235,578,15.42350405111306,0.48712533945529507,0.930209421811605,0
9722,771,40.79316282976393,-74.41642779825939,0,0,0,0,0,0,0,1,4320818,8056,19.879750450629764,0.16106530447571185,0.6360074152200014,0
9723,1855,40.78404844146878,-74.382317534163,0,0,0,0,0,1,0,1,4311323,5560,23.252588375915067,0.16248661189023583,0.7233836663823642,0
9724,1976,40.644870803677094,-74.7531407381916,0,1,0,0,0,0,0,0,4312933,8735,6.75971154433361,0.4148979705166125,0.963684867200411,0
9725,1773,40.85724870933134,-73.32881320530447,0,0,1,0,0,0,0,1,4322350,5151,53.29567733632181,0.4961998030076489,0.7924581097668606,0
9726,2109,40.839032594676894,-73.99414956806824,1,0,1,0,1,0,1,0,4310925,771,65.47171581287753,0.12570763915306923,0.6705171052351646,0
9727,1337,40.82144431468854,-73.18732686209239,0,1,0,0,0,0,1,0,4327845,8789,28.152252587591548,0.06825057436466826,0.8447502264305281,0
9728,1649,40.63154629831882,-73.29676995578278,0,1,1,0,0,0,0,0,4302044,2563,17.035951545899273,0.4368783192442004,0.5967313516252944,0
9729,1131,40.86829726096744,-73.50918627432196,0,0,0,0,0,0,0,0,4316437,1740,3.0949133178099175,0.36927816821852355,0.8964464089845218,0
9730,2058,40.5302462774965,-73.86718818821397,0,0,0,0,0,1,0,0,4313358,2236,33.12936152081293,0.2531002025288098,0.8473567087003677,0
9731,1172,40.713051244689126,-73.46994829059977,0,0,0,0,0,1,0,0,4303284,7444,26.72395262447641,0.17766497456764607,0.7211129913155521,0
9732,2038,40.80335024337823,-73.63002795122517,0,0,0,1,0,0,1,0,4322450,6231,53.38520019111963,0.33098917430541763,0.7252395219082984,0
9733,1359,40.81759674945148,-73.69520461417032,0,0,0,0,0,0,0,0,4316521,1488,4.082500861281581,0.36124249310240497,0.8554125574403726,0
9734,1380,40.79615669349617,-74.43368762579945,0,1,1,1,0,0,0,1,4302083,1904,12.62718642955636,0.3209385675925114,0.6252086122278351,0
9735,1579,40.63826512345292,-74.11283199026579,0,1,1,1,1,0,0,1,4306080,2358,54.35252023045689,0.1759528707119165,0.5428702512470371,0
9736,2128,40.82420053699003,-73.45778411647547,0,0,0,0,0,0,0,0,4320102,2007,42.60971067142739,0.0963562270945186,0.5267309119686671,0
9737,1498,40.90341759425906,-74.01782749723742,0,1,0,1,0,0,0,1,4301029,1324,16.566810917233305,0.37741071270861387,0.6438010464665419,0
9738,1004,40.87684858603602,-74.42285630253264,0,0,0,1,0,0,0,0,4322377,808,42.73568539290378,0.3226457451251171,0.7761840081264634,0
9739,1500,40.59488687279872,-73.53560989177079,1,1,0,1,1,0,0,1,4305287,8395,41.69528964609296,0.43964729977472755,0.718884769197787,0
9740,891,40.51134258098986,-74.23749255956255,0,0,0,1,0,0,0,1,4305679,1034,45.1281902913402,0.11539505581029588,0.4884046513514486,0
9741,1770,40.58285599537885,-73.30478521623579,0,1,1,0,0,0,0,0,4302590,2721,21.475620793421957,0.37615221778904817,0.5842276746901672,0
9742,867,40.90033703636406,-73.83089265101391,0,0,0,0,0,0,0,0,4309120,6873,43.49133076425597,0.13497664976976892,0.5664584610902181,0
9743,1204,40.828924952893686,-73.60520530864879,0,0,0,0,0,0,0,0,4310946,2757,34.0901912667081,0.33261649957978584,0.6629832300218585,0
9744,2098,40.528208539807984,-73.92113567815832,0,0,0,0,0,1,0,0,4313217,2186,32.524053344301464,0.2613918713653919,0.8535033502678174,0
9745,1639,40.70135560071675,-73.21910356182889,0,1,0,0,0,0,1,0,4314566,7868,33.56150555685361,0.2941584291832599,0.5066966524703872,0
9746,2297,40.83346877381802,-73.27951505111436,0,0,1,0,0,0,1,0,4319234,3097,28.933854062923274,0.07969929594574848,0.5976345313621747,0
9747,1454,40.796252787535074,-74.2281930892061,0,0,0,0,0,0,0,0,4311240,6007,22.756024620237476,0.1508933231830779,0.679878870379154,0
9748,1636,40.83604509512044,-73.26236888227761,1,1,0,0,0,0,0,0,4328598,6203,50.07480203647583,0.2300678070420105,0.9310444662152345,0
9749,1795,40.773606545787715,-73.71840440800435,1,1,0,0,0,0,0,0,4320810,771,53.368232790739775,0.133842069001425,0.44013067300167535,0
9750,2080,40.62891479461156,-73.39505332070875,0,1,0,0,0,0,0,0,4302170,1536,25.343337093086056,0.3446872474637498,0.5286103134756206,0
9751,1595,40.754527188583936,-74.29283780096057,0,0,0,0,0,0,0,0,4301637,4652,7.714655412852406,0.231529419130169,0.7045678894927127,0
9752,853,40.635832369744634,-74.26020224450932,0,1,0,1,1,0,0,0,4320435,943,34.80252974243186,0.09117851022307663,0.6980984363628779,0
9753,2330,40.79946472631914,-73.12329590346933,1,0,1,0,1,0,1,0,4312390,880,51.665069038942676,0.25956487213946544,0.8475986363597954,0
9754,514,40.755814437184256,-74.70759895357088,0,0,0,0,0,0,0,0,4322656,7064,13.582317894101607,0.37595376468231656,0.3775846866664857,0
9755,2098,40.725520146483895,-74.54428153828013,0,0,0,0,0,0,0,0,4312291,8924,14.55523737230023,0.39840423067074543,0.9331877868869818,0
9756,1787,40.748936832548615,-74.09970235407546,0,0,0,1,0,0,1,0,4304386,7707,16.24894549083188,0.21782248332105414,0.7589893120556174,0
9757,1797,40.582416786839744,-73.11458409580796,0,1,0,0,0,0,0,0,4302280,2622,20.633028848416977,0.42078144095458525,0.5785169041257012,0
9758,1453,40.69934289869431,-73.75795666674186,1,0,0,1,0,0,1,1,4304717,7471,33.03556395861142,0.32488239579572914,0.7618587068541935,0
9759,1137,40.51787681470369,-74.61889431920598,0,1,0,0,0,0,0,0,4312954,8917,54.24281912612161,0.10338923079377016,0.6098443229865735,0
9760,1548,40.539532481614,-73.77089321619297,0,1,0,0,0,0,0,0,4329161,5343,42.291851255321575,0.47568110573549843,0.5516571450129018,0
9761,1045,40.58362903789913,-73.20964919205295,0,1,1,0,0,0,1,1,4315013,7377,38.85474659115797,0.26127768471169854,0.5499594357386713,0
9762,1176,40.811445172230286,-73.915082557773,0,0,1,0,0,0,1,0,4316256,1105,55.071694968427664,0.06489994828307144,0.6566054663617309,0
9763,1960,40.71182703691602,-73.73360839252831,0,1,0,1,1,0,0,0,4302496,1716,27.837991653097937,0.25845863332486896,0.7800950267605777,0
9764,2247,40.547588931809834,-74.15206433913161,0,0,0,0,0,0,0,0,4312451,1869,33.30028509169095,0.278664500579275,0.8576508486477381,0
9765,1905,40.78832636369989,-73.1415806470778,0,1,1,0,0,0,0,0,4310839,6525,60.13393360855474,0.38254776964817727,0.5418827597294463,0
9766,1895,40.86254838285443,-74.40964911908074,0,0,1,0,1,0,1,0,4309860,1549,68.61145729056923,0.24225131015134688,0.689469470289477,0
9767,1950,40.71320949757045,-73.73717632881913,0,1,0,1,1,0,0,0,4302508,1746,27.803677455082756,0.25765671822569663,0.7886654746628452,0
9768,1891,40.62356690482437,-74.34941424573057,0,1,0,1,1,0,1,0,4303820,2238,29.0,0.12244767673727353,0.5668716357598376,0
9769,880,40.508916267490115,-74.24259153949473,0,0,0,1,0,0,0,1,4305656,1011,44.75776146774684,0.11367192984959464,0.48773380059856497,0
9770,1479,40.822851243716826,-74.61248945123386,0,0,0,0,0,0,1,0,4327032,7153,37.43584579575756,0.2750509359228266,0.6126845469152743,0
9771,275,40.59858277970407,-74.24377486938387,0,1,1,0,0,0,0,1,4322046,5365,50.35584531971368,0.25210235795426605,0.48961137043157466,0
9772,525,40.94174214221654,-74.0146683193636,0,0,1,0,0,0,0,0,4312039,5851,6.0599658740012785,0.3018148426846298,0.9475987259893222,0
9773,1717,40.7406527415768,-73.79907161857867,0,1,0,0,0,0,0,0,4302778,2463,26.79607617143807,0.24447216912156344,0.9776207863480078,0
9774,898,40.829582720726876,-73.90236357344725,1,1,0,0,0,0,0,1,4321559,7481,38.359333645605766,0.19805746406374256,0.7064484355684354,0
9775,2194,40.82380609796759,-73.65902788957892,1,0,1,0,1,0,1,0,4311489,813,60.15864562751949,0.17721854439453494,0.7386615735337252,0
9776,1183,40.63350543249087,-73.98369240321045,0,0,0,0,0,1,1,0,4306299,966,44.57189061399116,0.07942857231694614,0.5496493672451386,0
9777,1813,40.76626796631362,-74.29492803378278,0,0,1,0,0,0,0,0,4326492,6040,57.20283495887022,0.0735616201370208,0.7620705922387524,0
9778,1518,40.71626266574511,-74.17113195974365,0,1,1,0,1,0,0,0,4307507,2450,66.57905307426734,0.2897899855365038,0.6027276764753717,0
9779,1906,40.89433665175902,-73.62219808135694,0,1,0,1,0,0,0,1,4301282,1120,31.181329922203012,0.2878715432814334,0.6324593178197927,0
9780,2333,40.72149937083836,-74.13691925155364,0,0,0,1,0,0,1,0,4322607,7864,51.09149690651192,0.09171428858664693,0.6055925889286738,0
9781,1905,40.820587031129676,-73.52580944395687,0,0,1,0,1,0,0,0,4328786,4669,65.16950240499315,0.34193562805872557,0.9601345337205457,0
9782,2049,40.594793393291006,-74.48606298255912,0,1,0,1,0,0,1,0,4317420,1037,28.58607885625005,0.22526084144728376,0.6680669751516345,0
9783,840,40.67760486015327,-73.83604777270104,0,0,1,1,0,0,0,1,4322090,5099,56.27167072507874,0.32584783097953296,0.6203299726113163,0
9784,1289,40.85938236317928,-74.22402702640537,0,1,0,1,0,0,0,0,4301417,1821,9.952771347079782,0.394197460435708,0.761446817867979,0
9785,1257,40.750348082820565,-73.8401056250443,0,0,0,0,0,0,0,0,4317031,3088,19.5065931283164,0.30183585418758274,0.6996630154930621,0
9786,1163,40.9675354596994,-73.33794317552612,0,0,1,0,0,0,1,0,4309404,2359,39.54261152500344,0.2267969443399637,0.6136492995369197,0
9787,1556,40.90210852484358,-73.96079527088058,0,1,0,1,0,0,0,1,4301065,1294,18.67357680099036,0.36450313310609805,0.6421660718931279,0
9788,1649,40.884071764709375,-74.70510785440852,0,1,1,0,0,1,1,0,4308768,2807,67.87141379907992,0.4767042258491777,0.7900268434299507,0
9789,1087,40.674927473877815,-74.80929763363555,0,1,0,1,0,0,0,0,4311361,8943,38.17790806403068,0.12646717763091042,0.7676578342529778,0
9790,1821,40.622379585903964,-74.43962255663067,0,1,0,1,1,0,0,0,4304042,2483,28.915730802692174,0.1024376343906767,0.5964330950339619,0
9791,1714,40.603961419059665,-74.44225114739643,0,0,0,1,0,0,1,1,4304270,2310,30.72535306160695,0.09801311718271169,0.5684749036590151,0
9792,2150,40.81045247626043,-73.51735079776033,0,1,0,1,0,0,1,0,4301633,916,34.15497372108713,0.26409741014639543,0.5788398148552033,0
9793,1001,40.8970765375214,-74.13900077025157,1,0,0,0,1,0,0,1,4306725,6582,45.73244262155443,0.10455433255384482,0.6681036160781763,0
9794,1975,40.84115027460053,-73.95697054065666,0,0,1,0,1,0,0,0,4327162,7105,56.42301968060197,0.16930433041454016,0.9579511711537897,0
9795,2331,40.72212195553325,-74.13306366937395,0,0,0,1,0,0,1,0,4322606,7852,51.10894356914721,0.09353429217483815,0.6065026629077497,0
9796,1772,40.58930266421889,-73.09308420250473,0,1,0,0,0,0,0,0,4302256,2695,20.709871458284546,0.4235423263744294,0.5870078160474448,0
9797,1071,40.72322859610258,-74.8417204244753,0,1,0,1,0,0,0,0,4310914,8924,33.09906252630704,0.13621243145611633,0.8136369078623393,0
9798,970,40.67868740530575,-73.8839865413852,0,0,0,1,1,0,1,0,4322213,779,17.532415394300408,0.28261985633401765,0.8796620330866417,0
9799,1847,40.85087328279745,-73.86750555204092,0,0,0,1,0,0,0,0,4326910,8108,48.03401462274046,0.09661710611882895,0.9432152787788716,0
9800,1541,40.55617420693372,-73.18548763879504,1,0,0,0,0,1,0,0,4315238,2921,41.02832843196646,0.14605226697293208,0.7618686758211677,0
9801,1896,40.805912023828235,-73.9788993754581,0,0,0,0,0,0,0,0,4315088,8746,37.577689567427626,0.24918049026962735,0.6502614059273643,0
9802,1086,40.61331937517373,-74.38560223564924,0,0,0,0,0,1,1,0,4306520,1499,50.91299522027575,0.21653338436558817,0.5739691344349862,0
9803,2191,40.76093127749197,-73.89272282678928,0,0,0,1,0,0,1,0,4322531,7078,52.196495436193736,0.20698569212140977,0.6632328625903282,0
9804,1023,40.82913991332868,-73.79672697086056,0,1,0,0,0,1,0,1,4320497,7695,42.54796725210106,0.2731089229933972,0.5958117457679022,0
9805,756,40.838161678377176,-73.36490817561508,0,1,1,0,0,0,0,0,4310698,7208,45.150063812207236,0.24520443929225,0.5119121976576807,0
9806,1841,40.54897663316991,-74.06354956212037,1,0,0,1,0,1,0,1,4304882,8913,34.32173022092894,0.4192067737165796,0.5805381173475423,0
9807,1334,40.612033868236146,-73.76865595387409,0,0,0,1,0,1,0,0,4303454,8071,33.921005167071385,0.23532730361842774,0.5393349630364681,0
9808,1707,40.82265213913909,-73.16211783888124,0,0,0,1,1,0,1,0,4324332,552,13.069230447625392,0.4869943804433352,0.9205113387755358,0
9809,811,40.83554679060761,-73.8355158981146,1,1,0,0,0,0,0,1,4322217,7001,42.574756615726685,0.2926613083643501,0.638735322823979,0
9810,1857,40.8537483157827,-73.31791955625714,0,0,0,1,0,0,1,0,4322352,5226,54.79750308570067,0.47831800099755994,0.7989097786101226,0
9811,805,40.81952644544118,-73.21849447784751,0,1,1,0,0,0,0,0,4310806,7349,44.15960817494076,0.26396928304664896,0.4966382671431219,0
9812,1502,40.885773564922985,-73.62951616266763,0,0,0,0,0,0,0,0,4310557,8406,39.52450501932559,0.2898869242522822,0.6707012453918705,0
9813,876,40.820382562058555,-74.23771199518342,0,0,0,0,0,0,0,1,4320446,8048,31.425400139545278,0.2021010927984411,0.6360760796576672,0
9814,2009,40.924671076283985,-73.58268556153935,0,0,1,0,0,0,1,0,4308781,901,52.897106986112185,0.029342448047219125,0.6829726373541076,0
9815,1614,40.792829000360804,-74.35414222486321,0,0,0,0,0,0,0,0,4302041,4034,14.149527121258599,0.18740365940539835,0.8715238007827407,0
9816,1756,40.81950096966642,-74.49656730930481,0,0,0,1,0,0,1,0,4325406,8340,34.453590087791696,0.2854943075749117,0.5913289084443205,0
9817,2009,40.63982832211458,-74.74317339692753,0,0,0,0,0,0,0,0,4313167,8738,7.260091918344595,0.4203182839188243,0.9612422632332038,0
9818,875,40.82328683994041,-73.97981994396916,1,1,0,0,0,0,0,1,4321483,7557,35.29058397707555,0.19091928169647798,0.6971906836543609,0
9819,1898,40.90242097761439,-73.42406175838475,0,1,1,0,0,0,0,0,4307841,1204,49.534316987641006,0.03978810850138609,0.675618590257343,0
9820,2054,40.884961649813704,-73.47881094618023,0,1,0,1,0,0,0,0,4301439,1096,36.603157552099674,0.2516924668346784,0.6422876126387411,0
9821,1885,40.81421424457548,-73.55307385035032,1,0,0,1,1,0,0,0,4321728,775,47.78132084465039,0.19277418148001663,0.5520265934342897,0
9822,1450,40.666713806193044,-73.50649359831155,0,1,0,0,0,0,1,0,4328559,6927,35.66967847949178,0.2899093803743672,0.6831191830118968,0
9823,2170,40.779768883911814,-73.34713140438899,0,0,0,0,0,1,0,1,4310935,6145,57.43823638992014,0.37226626997932283,0.5860441393461276,0
9824,1760,40.576205165116015,-73.07693725543764,0,1,0,0,0,0,0,0,4302294,2767,20.002018545502768,0.4309866809622163,0.5852290347940905,0
9825,2278,40.56128465888895,-73.97557972352905,0,0,0,0,0,1,0,0,4312617,1810,33.02371038295019,0.2929041313459553,0.877595021316198,0
9826,1766,40.5426190200251,-74.22629900138674,1,0,0,1,0,1,0,1,4304253,8678,34.55761229681477,0.37472639189387574,0.49617790950167107,0
9827,770,40.62231929152396,-74.30642819256123,0,1,0,1,1,0,0,0,4320389,951,33.09389933990811,0.08942555578167158,0.7168728440491363,0
