,CRASH TIME,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,COLLISION_ID,distance,severity,neutral sentiment,target
2882,1935,40.748955,-73.87136,0,0,0,0,0,0,0,0,4369310,292,14,0,1
2883,2030,40.54909,-74.22084,0,0,0,0,0,0,0,0,4372242,373,19,0,1
2884,2315,40.745765999999996,-73.86421,1,0,1,0,0,0,0,0,4358516,371,13,0,1
2885,1535,40.844173,-73.86574,2,0,0,0,0,0,2,0,4365040,281,23,1,1
2886,945,40.67196,-73.92326,0,0,0,0,0,0,0,0,4361361,375,25,1,1
2887,1445,40.662663,-73.99894,0,0,0,0,0,0,0,0,4368412,28,64,0,1
2888,535,40.671890000000005,-73.89587399999999,0,0,0,0,0,0,0,0,4367258,294,47,0,1
2889,735,40.689125,-73.72708,0,0,0,0,0,0,0,0,4361588,54,4,1,1
2890,120,40.794758,-73.94235,0,0,0,0,0,0,0,0,4359817,21,48,0,1
2891,640,40.703434,-73.96035,1,0,1,0,0,0,0,0,4362498,439,74,1,1
2892,2330,40.695114000000004,-73.74574,2,0,0,0,0,0,2,0,4362148,678,4,1,1
2893,833,40.879459999999995,-73.86359399999999,0,0,0,0,0,0,0,0,4363001,690,5,1,1
2894,2230,40.85311,-73.868965,0,0,0,0,0,0,0,0,4365653,480,18,1,1
2895,836,40.665245,-73.80204,0,0,0,0,0,0,0,0,4369293,135,15,0,1
2896,1700,40.86857,-73.93093,1,0,0,0,0,0,1,0,4371553,385,36,1,1
2897,1439,40.70191,-73.93699000000001,0,0,0,0,0,0,0,0,4370251,245,53,1,1
2898,1455,40.85573,-73.910416,1,0,0,0,1,0,0,0,4366818,116,58,1,1
2899,2030,40.64564,-73.90824,0,0,0,0,0,0,0,0,4370696,174,15,1,1
2900,1540,40.6646,-73.89502,0,0,0,0,0,0,0,0,4369748,82,48,0,1
2901,1415,40.766284999999996,-73.98186,1,0,0,0,1,0,0,0,4360340,134,122,1,1
2902,1200,40.699659999999994,-73.8988,1,0,1,0,0,0,0,0,4360414,386,33,1,1
2903,1524,40.583652,-73.94355999999999,0,0,0,0,0,0,0,0,4364745,553,29,1,1
2904,2255,40.580040000000004,-74.11395999999999,0,0,0,0,0,0,0,0,4361115,250,28,1,1
2905,512,40.75587,-73.972824,0,0,0,0,0,0,0,0,4367441,159,146,1,1
2906,1005,40.631157,-74.14692,1,0,1,0,0,0,0,0,4372225,40,44,0,1
2907,945,40.67903,-73.77843,0,0,0,0,0,0,0,0,4363961,375,9,0,1
2908,1220,40.66659,-73.9032,1,0,1,0,0,0,0,0,4362907,115,50,0,1
2909,1822,40.689953,-73.826004,0,0,0,0,0,0,0,0,4366229,951,6,0,1
2910,1725,40.77124,-73.9038,1,0,0,0,1,0,0,0,4361041,305,25,0,1
2911,1932,40.63501,-73.914055,0,0,0,0,0,0,0,0,4360230,433,10,1,1
2912,2015,40.820515,-73.930695,2,0,0,0,0,0,2,0,4361024,369,62,1,1
2913,716,40.595577,-74.077805,0,0,0,0,0,0,0,0,4368138,518,45,1,1
2914,1020,40.653873,-74.008156,2,0,0,0,0,0,2,0,4361432,71,82,0,1
2915,1315,40.698696000000005,-73.93477,0,0,0,0,0,0,0,0,4368706,266,49,1,1
2916,1100,40.76536,-73.98759,0,0,0,0,0,0,0,0,4368301,106,124,1,1
2917,1020,40.636897999999995,-74.02983,0,0,0,0,0,0,0,0,4365314,344,58,1,1
2918,1744,40.74811,-74.00124,0,0,0,0,0,0,0,0,4359180,357,117,1,1
2919,230,40.711613,-73.74628,0,0,0,0,0,0,0,0,4359327,903,4,0,1
2920,1730,40.877113,-73.8742,0,0,0,0,0,0,0,0,4370104,860,10,1,1
2921,2314,40.66421,-73.76726500000001,0,0,0,0,0,0,0,0,4362426,321,9,0,1
2922,1630,40.69344,-73.99673,0,0,0,0,0,0,0,0,4358458,120,253,1,1
2923,1805,40.805096,-73.95488,1,0,0,0,1,0,0,0,4368051,333,35,1,1
2924,0,40.84574,-73.88784,0,0,0,0,0,0,0,0,4365027,331,30,1,1
2925,30,40.578285,-73.84115,0,0,0,0,0,0,0,0,4360461,452,4,0,1
2926,1452,40.8305,-73.861626,2,0,2,0,0,0,0,0,4373077,119,26,1,1
2927,1520,40.746185,-73.92949,0,0,0,0,0,0,0,0,4357698,209,23,1,1
2928,1838,40.828114,-73.93106999999999,0,0,0,0,0,0,0,0,4372057,286,57,1,1
2929,644,40.635166,-73.98481,1,0,1,0,0,0,0,0,4371346,664,40,0,1
2930,850,40.765223999999996,-73.9317,0,0,0,0,0,0,0,0,4361693,233,51,1,1
2931,830,40.692153999999995,-73.937996,0,0,0,0,0,0,0,0,4363239,208,80,1,1
2932,2130,40.736855,-73.97853,0,0,0,0,0,0,0,0,4365811,186,137,0,1
2933,1720,40.60216,-73.94707,0,0,0,0,0,0,0,0,4362447,355,20,1,1
2934,400,40.697309999999995,-73.93227399999999,0,0,0,0,0,0,0,0,4366077,272,45,1,1
2935,1423,40.670265,-73.82096,0,0,0,0,0,0,0,0,4357051,577,12,0,1
2936,828,40.666256,-73.900215,0,0,0,0,0,0,0,0,4366521,188,47,0,1
2937,1655,40.736496,-73.909225,1,0,0,0,0,0,1,0,4366449,730,14,0,1
2938,1603,40.691320000000005,-73.84031,0,0,0,0,0,0,0,0,4368402,874,10,0,1
2939,1540,40.668853999999996,-73.93234,0,0,0,0,0,0,0,0,4366719,217,59,1,1
2940,1350,40.754883,-73.97565,0,0,0,0,0,0,0,0,4369944,178,154,1,1
2941,1130,40.74197,-73.84116,1,0,0,0,0,0,1,0,4371505,168,9,0,1
2942,1430,40.65217,-73.96141,0,0,0,0,0,0,0,0,4365201,60,34,1,1
2943,1124,40.612072,-73.92143,0,0,0,0,0,0,0,0,4371894,240,10,1,1
2944,2204,40.80897,-73.94833,0,0,0,0,0,0,0,0,4371661,40,53,1,1
2945,1630,40.817209999999996,-73.916,0,0,0,0,0,0,0,0,4370853,82,52,1,1
2946,230,40.83482,-73.9406,0,0,0,0,0,0,0,0,4364172,365,41,1,1
2947,120,40.58273,-73.97494,0,0,0,0,0,0,0,0,4365221,237,42,1,1
2948,530,40.76197,-73.86917,0,0,0,0,0,0,0,0,4368566,565,10,0,1
2949,0,40.735409999999995,-73.97515,0,0,0,0,0,0,0,0,4368022,259,138,0,1
2950,1910,40.81821,-73.96144,0,0,0,0,0,0,0,0,4359879,313,16,1,1
2951,1400,40.567809999999994,-74.112434,0,0,0,0,0,0,0,0,4371837,496,29,1,1
2952,0,40.79976,-73.96621999999999,0,0,0,0,0,0,0,0,4366794,410,32,0,1
2953,2000,40.669132,-73.97974,0,0,0,0,0,0,0,0,4363771,419,66,1,1
2954,1545,40.68857,-73.8757,2,0,2,0,0,0,0,0,4367654,140,34,0,1
2955,1330,40.63612,-74.138245,1,0,0,0,0,0,1,0,4369979,331,43,0,1
2956,957,40.73369,-73.97691999999999,0,0,0,0,0,0,0,0,4371320,80,139,0,1
2957,903,40.713844,-74.01057,0,0,0,0,0,0,0,0,4370319,47,277,1,1
2958,1415,40.683464,-73.97569,0,0,0,0,0,0,0,0,4360501,201,129,1,1
2959,1409,40.609802,-73.96414,0,0,0,0,0,0,0,0,4361893,688,20,0,1
2960,2150,40.738471999999994,-73.931984,0,0,0,0,0,0,0,0,4357693,607,25,1,1
2961,1235,40.707153000000005,-73.8189,0,0,0,0,0,0,0,0,4364824,721,28,1,1
2962,2348,40.616505,-74.070984,0,0,0,0,0,0,0,0,4358048,324,51,1,1
2963,835,40.89178,-73.83279,0,0,0,0,0,0,0,0,4365329,830,6,1,1
2964,1550,40.620876,-73.96443000000001,0,0,0,0,0,0,0,0,4368248,179,30,0,1
2965,1320,40.71728,-73.95833,0,0,0,0,0,0,0,0,4368574,540,70,1,1
2966,830,40.58425,-73.9638,2,0,0,0,0,0,2,0,4362112,374,31,1,1
2967,930,40.85798,-73.93091,0,0,0,0,0,0,0,0,4370031,78,49,1,1
2968,1355,40.749140000000004,-73.91561,0,0,0,0,0,0,0,0,4367589,507,17,0,1
2969,615,40.687992,-73.98962,1,0,0,0,1,0,0,0,4366404,82,173,1,1
2970,850,40.640236,-73.90598,0,0,0,0,0,0,0,0,4361678,326,16,1,1
2971,1330,40.6568,-73.928,1,0,0,0,0,0,1,0,4370345,897,14,1,1
2972,212,40.669585999999995,-73.92827,0,0,0,0,0,0,0,0,4372569,11,51,1,1
2973,207,40.723022,-73.99882,2,0,0,0,0,0,2,0,4362836,227,254,1,1
2974,2116,40.66705,-73.94241,0,0,0,0,0,0,0,0,4363990,385,68,0,1
2975,2210,40.89802,-73.85463,0,0,0,0,0,0,0,0,4367918,134,4,1,1
2976,928,40.57323,-74.14702,0,0,0,0,0,0,0,0,4360676,955,13,1,1
2977,1503,40.765724,-73.959,0,0,0,0,0,0,0,0,4371742,291,98,0,1
2978,1940,40.630276,-74.107956,0,0,0,0,0,0,0,0,4365813,380,53,1,1
2979,540,40.648148,-74.01083,0,0,0,0,0,0,0,0,4368783,238,65,0,1
2980,1915,40.865685,-73.823425,1,0,0,0,0,0,1,0,4371623,200,8,1,1
2981,1342,40.819595,-73.92730999999999,0,0,0,0,0,0,0,0,4360349,513,63,0,1
2982,233,40.679485,-74.00359,1,0,0,0,0,0,1,0,4361878,253,93,1,1
2983,1159,40.60567,-74.03094499999999,0,0,0,0,0,0,0,0,4358889,146,19,1,1
2984,1800,40.712494,-73.78447,1,0,0,0,0,0,1,0,4361735,345,24,1,1
2985,700,40.66684,-73.78941,0,0,0,0,0,0,0,0,4366176,961,13,1,1
2986,1237,40.661728000000004,-73.88331,1,0,0,0,0,0,1,0,4359634,474,29,0,1
2987,2228,40.826683,-73.93539399999999,1,0,0,0,1,0,0,0,4359158,152,51,1,1
2988,2020,40.740272999999995,-73.89586,0,0,0,0,0,0,0,0,4367275,767,16,0,1
2989,2040,40.66685,-73.73671999999999,0,0,0,0,0,0,0,0,4370862,576,4,1,1
2990,455,40.855785,-73.90558,0,0,0,0,0,0,0,0,4360551,255,44,1,1
2991,553,40.650024,-73.89126,0,0,0,0,0,0,0,0,4365122,600,23,1,1
2992,1655,40.72392,-73.89434,0,0,0,0,0,0,0,0,4363171,240,14,0,1
2993,1351,40.868694,-73.90236999999999,0,0,0,0,0,0,0,0,4370448,560,33,1,1
2994,1710,40.70912,-73.9685,0,0,0,0,0,0,0,0,4357765,180,94,0,1
2995,1355,40.821415,-73.88933,0,0,0,0,0,0,0,0,4367924,235,30,1,1
2996,1600,40.665585,-73.9806,0,0,0,0,0,0,0,0,4360506,329,50,1,1
2997,1203,40.68595,-73.972404,5,0,0,0,0,0,5,0,4368442,188,125,1,1
2998,1651,40.66612,-73.82225,0,0,0,0,0,0,0,0,4370323,184,11,0,1
2999,0,40.706722,-73.77423,0,0,0,0,0,0,0,0,4361316,722,8,1,1
3000,1450,40.64853,-73.92905,0,0,0,0,0,0,0,0,4373453,998,10,1,1
3001,1510,40.821262,-73.94608000000001,2,0,0,0,0,0,2,0,4368736,681,42,0,1
3002,1715,40.746246,-73.91524,1,0,1,0,0,0,0,0,4364061,237,17,1,1
3003,2255,40.594337,-73.93576,0,0,0,0,0,0,0,0,4361049,140,18,1,1
3004,1410,40.690983,-73.9247,0,0,0,0,0,0,0,0,4360974,180,49,1,1
3005,1320,40.594387,-73.97711,0,0,0,0,0,0,0,0,4359046,107,46,0,1
3006,1833,40.764053000000004,-73.99225,0,0,0,0,0,0,0,0,4366770,407,108,1,1
3007,300,40.659306,-73.90615,0,0,0,0,0,0,0,0,4363440,312,42,1,1
3008,2154,40.6104,-73.9586,1,0,0,0,1,0,0,0,4363714,799,18,1,1
3009,655,40.717804,-73.784904,0,0,0,0,0,0,0,0,4367998,758,14,1,1
3010,1048,40.626343,-73.9763,0,0,0,0,0,0,0,0,4364900,61,42,0,1
3011,1318,40.809776,-73.889084,0,0,0,0,0,0,0,0,4372761,288,23,1,1
3012,1000,40.83388,-73.91066,0,0,0,0,0,0,0,0,4359396,479,39,1,1
3013,1700,40.685875,-73.982796,0,0,0,0,0,0,0,0,4371084,96,165,0,1
3014,1530,40.814009999999996,-73.94466,0,0,0,0,0,0,0,0,4364800,345,58,1,1
3015,900,40.632090000000005,-73.96821,0,0,0,0,0,0,0,0,4360112,168,44,0,1
3016,1400,40.5929,-73.94889,0,0,0,0,0,0,0,0,4357348,441,28,1,1
3017,2330,40.792545000000004,-73.94104,0,0,0,0,0,0,0,0,4370010,240,46,0,1
3018,1420,40.761340000000004,-73.97224,0,0,0,0,0,0,0,0,4368406,95,128,1,1
3019,1700,40.881504,-73.879364,0,0,0,0,0,0,0,0,4359184,183,9,0,1
3020,1730,40.895374,-73.86355999999999,0,0,0,0,0,0,0,0,4364124,608,5,1,1
3021,845,40.85045,-73.93666999999999,0,0,0,0,0,0,0,0,4369978,146,54,1,1
3022,1400,40.796158,-73.94765500000001,1,0,0,0,0,0,1,0,4366922,487,48,0,1
3023,0,40.6682,-73.83929,1,0,0,0,0,0,1,0,4366580,11,13,1,1
3024,0,40.65958,-73.89246999999999,2,0,0,0,0,0,2,0,4364943,439,42,1,1
3025,804,40.681957000000004,-73.89347,0,0,0,0,0,0,0,0,4367646,87,54,0,1
3026,1403,40.816532,-73.92822,1,0,1,0,0,0,0,0,4363346,359,64,0,1
3027,1000,40.719524,-73.81423000000001,0,0,0,0,0,0,0,0,4369151,557,14,0,1
3028,345,40.855385,-73.9181,1,0,0,0,0,0,1,0,4360374,593,69,1,1
3029,1903,40.676809999999996,-73.79405,0,0,0,0,0,0,0,0,4360886,367,15,0,1
3030,1950,40.69494,-73.73315,0,0,0,0,0,0,0,0,4362386,600,6,1,1
3031,1620,40.722522999999995,-73.82754,0,0,0,0,0,0,0,0,4357050,198,20,0,1
3032,1605,40.823966999999996,-73.855034,0,0,0,0,0,0,0,0,4357704,241,40,1,1
3033,1030,40.890244,-73.86251999999999,0,0,0,0,0,0,0,0,4356981,1018,7,1,1
3034,1305,40.694107,-73.86314399999999,0,0,0,0,0,0,0,0,4372019,258,31,0,1
3035,1200,40.72168,-73.75766999999999,0,0,0,0,0,0,0,0,4358886,590,7,1,1
3036,2040,40.746097999999996,-73.866425,0,0,0,0,0,0,0,0,4365320,285,13,0,1
3037,1651,40.618603,-73.93247,1,0,0,0,0,0,1,0,4358456,378,8,0,1
3038,1625,40.771103000000004,-73.96383,0,0,0,0,0,0,0,0,4364087,394,113,0,1
3039,1155,40.64159,-74.02123,0,0,0,0,0,0,0,0,4360286,17,62,0,1
3040,900,40.844105,-73.92306500000001,0,0,0,0,0,0,0,0,4369836,248,64,1,1
3041,1359,40.86231,-73.909874,0,0,0,0,0,0,0,0,4361972,189,53,1,1
3042,1928,40.71928,-73.76361999999999,0,0,0,0,0,0,0,0,4362018,113,9,1,1
3043,30,40.64702,-74.08697,0,0,0,0,0,0,0,0,4363391,231,32,0,1
3044,1131,40.807053,-73.90638,1,0,0,0,0,0,1,0,4368229,192,31,1,1
3045,1708,40.692383,-73.748726,0,0,0,0,0,0,0,0,4369728,378,2,0,1
3046,2007,40.736275,-73.772865,0,0,0,0,0,0,0,0,4366067,581,11,1,1
3047,1006,40.76095,-73.832756,1,0,1,0,0,0,0,0,4367482,378,18,0,1
3048,2155,40.755978000000006,-73.97697,0,0,0,0,0,0,0,0,4358396,196,155,1,1
3049,1430,40.81712,-73.9217,1,0,0,0,1,0,0,0,4370855,69,61,0,1
3050,1243,40.5953,-74.1619,0,0,0,0,0,0,0,0,4361256,554,9,0,1
3051,1345,40.726864,-73.97991,0,0,0,0,0,0,0,0,4363711,219,144,0,1
3052,2125,40.706596000000005,-73.94309,1,0,1,0,0,0,0,0,4365800,374,53,1,1
3053,200,40.66669,-73.81173000000001,0,0,0,0,0,0,0,0,4370316,644,10,0,1
3054,1230,40.707653,-73.93984,0,0,0,0,0,0,0,0,4368234,411,54,1,1
3055,120,40.602028000000004,-74.18777,0,0,0,0,0,0,0,0,4365832,649,12,0,1
3056,1817,40.656483,-73.96008,1,0,0,0,0,0,1,0,4362544,20,43,1,1
3057,1813,40.762146,-73.83465,0,0,0,0,0,0,0,0,4371264,482,18,0,1
3058,740,40.881485,-73.85421,0,0,0,0,0,0,0,0,4366155,486,8,1,1
3059,2006,40.84097,-73.89918,0,0,0,0,0,0,0,0,4361611,630,38,1,1
3060,1210,40.650288,-73.9273,0,0,0,0,0,0,0,0,4366575,924,9,1,1
3061,1310,40.62937,-73.92801,0,0,0,0,0,0,0,0,4360665,967,6,1,1
3062,2000,40.70637,-73.75554,0,0,0,0,0,0,0,0,4361913,1243,5,1,1
3063,1545,40.819379999999995,-73.95934,0,0,0,0,0,0,0,0,4359882,170,15,1,1
3064,1930,40.871353000000006,-73.8624,0,0,0,0,0,0,0,0,4362950,135,11,1,1
3065,1940,40.64325,-73.94855,1,0,0,0,1,0,0,0,4358943,505,22,0,1
3066,1230,40.662279999999996,-73.90003,0,0,0,0,0,0,0,0,4357220,269,52,1,1
3067,1650,40.851757,-73.88473,1,0,0,0,0,0,1,0,4370641,290,25,0,1
3068,1400,40.708378,-73.79169,0,0,0,0,0,0,0,0,4367268,212,31,0,1
3069,600,40.684,-73.95031,0,0,0,0,0,0,0,0,4363230,265,90,1,1
3070,540,40.77962,-73.90614000000001,0,0,0,0,0,0,0,0,4363833,364,21,0,1
3071,1530,40.702293,-73.79117,0,0,0,0,0,0,0,0,4371071,432,31,0,1
3072,1300,40.77052,-73.91978,0,0,0,0,0,0,0,0,4360738,585,24,0,1
3073,815,40.881824,-73.87984,1,0,1,0,0,0,0,0,4370106,126,9,0,1
3074,255,40.7603,-73.99499,1,0,0,0,0,0,1,0,4366543,286,108,1,1
3075,2240,40.6117,-73.98369,0,0,0,0,0,0,0,0,4364996,211,28,0,1
3076,0,40.779537,-73.988,0,0,0,0,0,0,0,0,4368439,132,42,0,1
3077,635,40.696197999999995,-73.98869,1,0,0,0,0,0,1,0,4357927,35,201,0,1
3078,1408,40.692356,-73.86063399999999,0,0,0,0,0,0,0,0,4362044,47,31,0,1
3079,1625,40.797478000000005,-73.9488,0,0,0,0,0,0,0,0,4359221,369,47,0,1
3080,800,40.824158000000004,-73.87462,0,0,0,0,0,0,0,0,4357706,263,32,0,1
3081,1354,40.681553,-73.86225,1,0,1,0,0,0,0,0,4364865,303,28,0,1
3082,1409,40.731125,-73.74285,0,0,0,0,0,0,0,0,4359107,518,5,0,1
3083,905,40.664159999999995,-73.990524,0,0,0,0,0,0,0,0,4362539,398,60,0,1
3084,600,40.703156,-73.731995,0,0,0,0,0,0,0,0,4357295,509,5,1,1
3085,1730,40.658695,-74.00108,0,0,0,0,0,0,0,0,4359642,119,65,0,1
3086,1050,40.651733,-73.93039,0,0,0,0,0,0,0,0,4363795,899,16,1,1
3087,2153,40.762817,-73.87420999999999,3,0,0,0,0,0,3,0,4369207,1021,10,0,1
3088,2220,40.692603999999996,-73.99715,1,0,0,0,1,0,0,0,4370942,151,245,1,1
3089,1248,40.781757,-73.98305500000001,1,0,1,0,0,0,0,0,4362025,193,46,0,1
3090,1025,40.717907000000004,-73.94666,0,0,0,0,0,0,0,0,4361685,303,52,1,1
3091,1800,40.695114000000004,-73.93194,0,0,0,0,0,0,0,0,4362198,121,46,1,1
3092,33,40.613213,-74.14277,0,0,0,0,0,0,0,0,4372172,550,49,0,1
3093,1800,40.763059999999996,-73.90236,0,0,0,0,0,0,0,0,4366739,58,25,0,1
3094,518,40.841716999999996,-73.94435,0,0,0,0,0,0,0,0,4371621,169,31,1,1
3095,2020,40.89975,-73.891594,0,0,0,0,0,0,0,0,4363143,745,9,1,1
3096,1521,40.753284,-73.85632,0,0,0,0,0,0,0,0,4366114,421,11,0,1
3097,1554,40.632244,-73.938,1,0,0,0,0,0,1,0,4366860,111,4,0,1
3098,2300,40.8229,-73.83599,1,0,0,0,0,0,1,0,4367746,197,33,1,1
3099,1300,40.601203999999996,-74.06509,0,0,0,0,0,0,0,0,4357629,124,38,1,1
3100,730,40.67536,-73.96236400000001,0,0,0,0,0,0,0,0,4364602,163,89,1,1
3101,2130,40.656895,-73.91951,0,0,0,0,0,0,0,0,4367049,732,20,1,1
3102,1445,40.696735,-73.76145,0,0,0,0,0,0,0,0,4366704,704,4,1,1
3103,2016,40.85226,-73.852905,0,0,0,0,0,0,0,0,4363733,561,28,1,1
3104,1710,40.68336,-74.00596999999999,1,0,0,0,1,0,0,0,4359752,23,115,1,1
3105,1830,40.78073,-73.918625,0,0,0,0,0,0,0,0,4363705,370,24,0,1
3106,1910,40.78383,-73.97783000000001,0,0,0,0,0,0,0,0,4365509,203,48,0,1
3107,107,40.907505,-73.89655,0,0,0,0,0,0,0,0,4358782,1064,10,1,1
3108,1950,40.686221999999994,-73.8299,0,0,0,0,0,0,0,0,4369548,1139,6,1,1
3109,1451,40.859444,-73.91598499999999,1,0,0,0,0,0,1,0,4358139,631,65,1,1
3110,1330,40.591,-74.16378,1,0,0,0,0,0,1,0,4359206,471,10,0,1
3111,1230,40.639829999999996,-73.97205,0,0,0,0,0,0,0,0,4371350,369,47,0,1
3112,1225,40.846577,-73.913155,1,0,0,0,0,0,1,0,4364723,462,55,1,1
3113,15,40.664993,-73.80229,0,0,0,0,0,0,0,0,4362548,100,15,0,1
3114,1200,40.739779999999996,-73.97952,0,0,0,0,0,0,0,0,4369543,143,146,0,1
3115,1820,40.6862,-73.950745,1,0,1,0,0,0,0,0,4372346,217,95,1,1
3116,2000,40.749287,-73.703896,0,0,0,0,0,0,0,0,4368072,407,7,1,1
3117,1300,40.657215,-73.88962,0,0,0,0,0,0,0,0,4367678,707,29,1,1
3118,1520,40.778290000000005,-73.84521,0,0,0,0,0,0,0,0,4361780,387,27,1,1
3119,850,40.714622,-73.829704,0,0,0,0,0,0,0,0,4359492,319,21,0,1
3120,1135,40.616446999999994,-73.98735,1,0,1,0,0,0,0,0,4362783,804,25,0,1
3121,1820,40.760925,-73.96705,0,0,0,0,0,0,0,0,4364668,81,124,1,1
3122,1715,40.84543,-73.91399,0,0,0,0,0,0,0,0,4364118,446,51,1,1
3123,2235,40.593086,-73.764114,0,0,0,0,0,0,0,0,4368634,582,13,0,1
3124,2000,40.56878,-74.10661,0,0,0,0,0,0,0,0,4370827,386,27,0,1
3125,1638,40.84599,-73.84789,0,0,0,0,0,0,0,0,4370682,208,36,1,1
3126,1650,40.631706,-73.94649,1,0,0,0,0,0,1,0,4367931,765,12,0,1
3127,1910,40.858986,-73.89381999999999,1,0,1,0,0,0,0,0,4370306,297,37,1,1
3128,1530,40.715477,-73.97726,0,0,0,0,0,0,0,0,4367827,126,159,0,1
3129,1205,40.662243,-73.95248000000001,0,0,0,0,0,0,0,0,4364661,155,77,1,1
3130,1834,40.62202,-74.005646,0,0,0,0,0,0,0,0,4358115,1078,7,1,1
3131,2,40.629870000000004,-73.977005,0,0,0,0,0,0,0,0,4362854,288,43,0,1
3132,2114,40.66223,-73.93997,2,0,0,0,0,0,2,0,4370223,288,64,1,1
3133,1407,40.826145000000004,-73.8553,0,0,0,0,0,0,0,0,4371399,67,45,1,1
3134,1420,40.748924,-73.937386,1,0,0,0,0,0,1,0,4360905,119,59,1,1
3135,1730,40.656914,-73.95315,1,0,1,0,0,0,0,0,4366721,171,36,1,1
3136,1930,40.838196,-73.91226999999999,0,0,0,0,0,0,0,0,4362922,322,41,1,1
3137,1500,40.8223,-73.86703,7,0,0,0,0,0,7,0,4362419,364,29,1,1
3138,1600,40.770573,-73.982155,0,0,0,0,0,0,0,0,4368440,217,108,1,1
3139,1710,40.58096,-73.96466,0,0,0,0,0,0,0,0,4357497,323,26,1,1
3140,1738,40.82111,-73.92749,0,0,0,0,0,0,0,0,4370553,575,61,0,1
3141,1315,40.64932,-73.904175,1,0,0,0,0,0,1,0,4364972,255,21,1,1
3142,2200,40.673058000000005,-73.96037,0,0,0,0,0,0,0,0,4372020,272,84,1,1
3143,1136,40.709747,-73.82056999999999,1,0,0,0,0,0,1,0,4357448,540,23,0,1
3144,2010,40.637671999999995,-74.12406,0,0,0,0,0,0,0,0,4366788,343,54,0,1
3145,1701,40.825745,-73.94886,1,0,1,0,0,0,0,0,4362143,580,31,1,1
3146,2330,40.872063,-73.91971,0,0,0,0,0,0,0,0,4365781,377,44,0,1
3147,100,40.84771,-73.93798000000001,0,0,0,0,0,0,0,0,4363258,269,49,1,1
3148,1128,40.833843,-73.94851,0,0,0,0,0,0,0,0,4361000,249,26,1,1
3149,2100,40.719134999999994,-73.78949,1,0,0,0,0,0,1,0,4359102,401,25,1,1
3150,115,40.904938,-73.85435,0,0,0,0,0,0,0,0,4367641,696,5,1,1
3151,1140,40.634136,-73.968124,1,0,0,0,0,0,1,0,4357678,269,47,0,1
3152,1526,40.748077,-73.76066,0,0,0,0,0,0,0,0,4367474,116,6,1,1
3153,1415,40.87447,-73.85921,0,0,0,0,0,0,0,0,4364521,347,8,1,1
3154,915,40.801765,-73.93723,0,0,0,0,0,0,0,0,4361339,459,57,0,1
3155,2030,40.69012,-73.92318,0,0,0,0,0,0,0,0,4359580,108,48,1,1
3156,2200,40.664932,-73.801956,0,0,0,0,0,0,0,0,4366705,126,15,0,1
3157,1136,40.771316999999996,-73.9474,0,0,0,0,0,0,0,0,4364728,303,67,0,1
3158,1421,40.894042999999996,-73.85079,0,0,0,0,0,0,0,0,4368938,472,5,1,1
3159,800,40.848038,-73.93285,0,0,0,0,0,0,0,0,4363477,141,59,1,1
3160,635,40.64029,-73.994804,1,0,1,0,0,0,0,0,4371357,591,31,0,1
3161,1830,40.761703000000004,-73.93159,0,0,0,0,0,0,0,0,4366555,570,52,1,1
3162,1930,40.6664,-73.75074000000001,0,0,0,0,0,0,0,0,4370160,150,9,0,1
3163,1930,40.761307,-73.976,0,0,0,0,0,0,0,0,4366804,230,137,1,1
3164,2152,40.846725,-73.93563,1,0,0,0,1,0,0,0,4360999,256,54,1,1
3165,1400,40.849403,-73.85335500000001,0,0,0,0,0,0,0,0,4363918,311,27,1,1
3166,603,40.5904,-73.98865,0,0,0,0,0,0,0,0,4365346,148,44,1,1
3167,130,40.882797,-73.89907,0,0,0,0,0,0,0,0,4360922,863,19,1,1
3168,2025,40.58862,-73.81702,3,0,0,0,0,0,3,0,4368961,485,13,0,1
3169,1500,40.775196,-73.90456,0,0,0,0,0,0,0,0,4362879,89,23,0,1
3170,1222,40.763042,-73.956535,1,0,0,0,0,0,1,0,4359382,221,94,1,1
3171,1500,40.585445,-74.09165,0,0,0,0,0,0,0,0,4369183,121,25,1,1
3172,1740,40.61037,-73.75352,2,0,0,0,0,0,2,0,4363758,482,17,0,1
3173,1000,40.650079999999996,-73.96101,0,0,0,0,0,0,0,0,4362255,152,32,1,1
3174,1550,40.68059,-73.87344,0,0,0,0,0,0,0,0,4367979,18,32,0,1
3175,1945,40.730198,-73.954254,2,0,0,0,0,0,2,0,4370902,358,53,1,1
3176,2208,40.823944,-73.913,1,0,0,0,0,0,1,0,4358572,763,34,1,1
3177,258,40.681915000000004,-73.866035,0,0,0,0,0,0,0,0,4372051,121,29,0,1
3178,1436,40.63975,-73.95211,0,0,0,0,0,0,0,0,4367847,700,20,0,1
3179,1630,40.726444,-73.90316999999999,3,0,0,0,0,0,3,0,4364913,348,18,1,1
3180,1220,40.758022,-73.981804,0,0,0,0,0,0,0,0,4361927,300,160,0,1
3181,1950,40.63063,-73.89905999999999,2,0,0,0,0,0,2,0,4362122,457,10,1,1
3182,1300,40.79157,-73.94678,0,0,0,0,0,0,0,0,4372192,386,45,0,1
