,CRASH TIME,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,COLLISION_ID,distance,severity,neutral sentiment,target
33280,1834,40.53196971090842,-73.79441894914166,0,0,0,1,0,0,0,0,4323306,3391,35,1,0
33281,1394,40.7682207926702,-74.50243587648232,0,0,1,0,0,0,0,1,4308318,3299,23,0,0
33282,1204,40.626226269334104,-73.72569708308455,1,0,0,1,0,1,0,0,4318341,7147,32,0,0
33283,556,40.72177958917144,-74.78396980144059,1,0,0,1,0,0,0,1,4314163,3095,27,1,0
33284,1733,40.82555996168636,-74.85904104107259,0,0,1,0,0,0,0,0,4304844,885,41,0,0
33285,752,40.616751868539595,-74.01362931968069,0,0,0,1,0,0,0,0,4301610,2301,33,0,0
33286,1433,40.58030103907774,-73.60626438090026,0,0,0,1,0,0,0,0,4323480,2908,43,0,0
33287,720,40.86789565152572,-73.97833864132468,0,1,1,0,1,0,1,0,4322649,7286,38,0,0
33288,1137,40.78000720793276,-74.85912674413416,1,0,0,0,1,1,1,0,4317137,2735,30,0,0
33289,1738,40.71091767874273,-74.37952961777991,0,0,0,0,0,0,0,0,4302227,6185,48,0,0
33290,960,40.68298108532657,-73.40632324041039,0,1,0,0,1,0,0,0,4329350,3492,27,0,0
33291,1184,40.59444486220551,-74.48431364519203,0,1,0,0,0,0,0,0,4312965,6739,21,0,0
33292,980,40.84387618307234,-74.443466075383,0,1,0,0,0,0,0,0,4328679,4163,21,0,0
33293,1446,40.80133289125173,-74.39140539672499,0,1,1,0,0,0,0,1,4304116,5694,50,0,0
33294,945,40.70233556217391,-74.3591863361985,1,0,0,0,0,0,0,0,4305581,1375,30,0,0
33295,694,40.664200702537784,-73.67970644771111,1,0,1,0,0,1,0,0,4319066,5591,13,1,0
33296,1561,40.88238762379152,-74.04818658241815,0,0,0,0,1,0,0,0,4324969,9193,28,1,0
33297,598,40.69508790474293,-73.20532462842728,0,0,0,0,0,0,0,0,4329321,5107,9,1,0
33298,769,40.62413549828886,-73.8201848376166,0,1,0,1,0,0,0,1,4322906,2677,6,0,0
33299,597,40.732682651975956,-74.63669219761412,0,0,0,1,0,0,0,0,4301095,7297,48,0,0
33300,137,40.643536780528244,-74.71075232850819,1,0,0,0,0,1,1,0,4303689,3717,52,0,0
33301,1337,40.635819888329436,-74.09683893544995,1,0,0,1,0,1,0,0,4318456,7974,22,0,0
33302,1572,40.63854904968237,-73.69471510056046,1,0,0,0,0,0,1,1,4319227,3475,36,0,0
33303,1893,40.72838501248238,-74.0654577758075,0,1,0,0,0,0,0,0,4305161,5789,54,0,0
33304,1199,40.920004073992494,-73.71495188849212,0,0,1,0,1,0,1,0,4321847,6844,53,0,0
33305,1069,40.82403960444405,-74.06901391652158,0,0,0,0,0,0,0,0,4317499,2027,27,1,0
33306,1425,40.776139484934326,-74.48601478789267,1,0,0,0,0,0,0,0,4308369,3124,22,0,0
33307,360,40.77642413923037,-74.37293431577005,0,0,0,0,0,0,0,0,4326894,5437,36,0,0
33308,1169,40.90600217534676,-74.51432928286793,0,0,0,0,1,1,0,0,4317327,2268,17,1,0
33309,1368,40.83572132859115,-74.41862333220327,0,0,1,1,0,0,0,0,4304040,4871,24,0,0
33310,1845,40.59039708283329,-73.38409574100787,0,0,0,0,0,0,0,0,4323650,3206,59,0,0
33311,1686,40.72816320591236,-73.77979987835474,0,0,1,1,0,1,0,0,4302804,8575,52,0,0
33312,1773,40.753948582082074,-74.16118932098314,0,1,0,0,0,0,0,0,4306354,6204,28,0,0
33313,1980,40.58151994180128,-73.77089048847556,0,0,0,0,0,0,1,0,4313218,4444,59,1,0
33314,560,40.780625959375115,-73.55566205765267,1,0,1,1,0,0,1,1,4312897,3249,9,1,0
33315,546,40.65601055810965,-73.54376407984773,0,0,0,0,0,0,0,0,4301863,1773,11,0,0
33316,705,40.71949725223932,-73.63779808161682,0,0,0,0,0,0,0,0,4303373,425,33,0,0
33317,1628,40.65296366474852,-73.84575221539403,0,1,1,0,0,0,0,0,4329365,291,64,0,0
33318,882,40.67406230035274,-73.43294489727839,0,0,0,0,0,0,0,0,4323224,2606,30,0,0
33319,982,40.58650653336155,-74.69223285755527,0,0,0,0,0,0,0,0,4311866,7831,20,0,0
33320,539,40.80463614144659,-74.33333162379459,1,0,1,0,0,0,0,1,4319802,335,55,1,0
33321,1386,40.760297693371555,-74.27635872252195,1,0,0,0,0,0,0,0,4328070,7114,43,1,0
33322,562,40.65321840074261,-73.66238492527218,0,0,0,1,0,0,0,0,4323095,2363,16,0,0
33323,600,40.83781423750091,-74.38810312233312,1,0,0,1,0,0,1,0,4313820,3647,29,0,0
33324,327,40.86269119002576,-74.9158425604658,0,0,1,0,0,0,0,0,4305494,415,9,0,0
33325,762,40.67463112519215,-73.48239707807993,0,0,0,0,0,0,0,0,4323173,2522,25,0,0
33326,217,40.75177016033111,-74.43751597696732,0,0,1,0,0,0,0,0,4305496,1645,13,0,0
33327,613,40.68606503121117,-74.45935116410915,0,0,0,0,0,0,0,0,4312358,9335,32,1,0
33328,271,40.702262075815256,-73.76858917210326,0,0,0,0,0,1,0,0,4317587,5023,48,1,0
33329,1359,40.818753890002604,-73.56462213840766,0,0,1,0,0,0,0,0,4306538,5341,47,0,0
33330,1199,40.79175069571154,-74.29804693636957,1,0,0,0,0,0,0,0,4327958,6969,40,1,0
33331,1237,40.78176849551701,-74.14420760777732,0,0,0,0,1,0,0,0,4313710,4960,53,0,0
33332,244,40.731981370676344,-74.37725592151271,0,0,0,0,0,0,0,0,4326595,4986,39,0,0
33333,1831,40.54825662283684,-73.59208967189109,0,0,0,1,0,0,0,0,4323644,3145,55,1,0
33334,600,40.690569511948745,-74.02264391948707,1,1,0,1,0,0,0,1,4322737,2001,16,0,0
33335,912,40.760630580520214,-74.51397752454668,0,0,1,0,1,0,0,0,4305181,1589,27,0,0
33336,731,40.56132070258415,-73.77091871925815,0,1,0,0,0,0,0,0,4325935,9734,35,0,0
33337,230,40.66915564267434,-73.08957297753301,0,0,0,0,0,0,0,0,4302729,239,30,0,0
33338,1579,40.69656358155089,-74.27714282425224,1,0,1,1,0,0,0,1,4317998,659,25,0,0
33339,848,40.886979412873345,-74.11657278340179,0,1,0,0,0,0,0,0,4316108,2459,27,0,0
33340,2041,40.70676478191592,-74.29742684235863,0,1,0,0,1,0,1,1,4322425,4764,26,0,0
33341,1594,40.813370965679994,-73.75049160552147,1,0,1,0,0,0,0,0,4328388,8075,29,0,0
33342,1889,40.73096057912105,-74.062804317671,1,0,1,0,1,0,0,0,4304896,5596,55,0,0
33343,1296,40.748644338432214,-74.52035073819671,1,0,1,1,0,1,0,1,4328052,7732,60,1,0
33344,1006,40.599296914654275,-74.34871192242142,0,1,0,0,0,0,0,0,4301215,3121,33,0,0
33345,921,40.61503533645133,-73.4923083614743,0,0,0,0,0,1,0,0,4316620,5501,59,0,0
33346,1226,40.817128395942596,-74.18178379779401,1,0,1,0,0,0,0,0,4328107,7922,43,0,0
33347,1633,40.85744304395238,-73.63122025015565,0,1,1,0,0,0,0,0,4303480,8204,61,0,0
33348,1331,40.93500442233947,-74.77586445332287,1,0,0,0,1,1,1,0,4317700,2432,12,0,0
33349,898,40.72610744890023,-73.10699432582004,1,0,0,0,0,0,0,0,4306909,621,44,0,0
33350,804,40.759893943771935,-74.41954746492914,1,1,0,0,0,0,0,0,4315932,2857,40,0,0
33351,566,40.95740987797299,-73.39332421646635,0,0,0,1,0,1,0,0,4319338,5170,39,0,0
33352,957,40.86695037494629,-74.64257967805807,1,0,0,1,0,0,0,0,4314547,3013,32,0,0
33353,1540,40.77520741615869,-74.26169282978076,0,1,0,1,0,1,0,0,4306672,6207,26,1,0
33354,997,40.76352956958536,-74.60599408047932,0,1,0,0,1,1,0,0,4316824,2558,33,0,0
33355,1969,40.694982772482525,-74.02290623593639,1,0,1,0,0,0,0,0,4328490,7861,47,0,0
33356,672,40.67918590920553,-74.48729566587194,0,1,0,0,0,0,0,0,4311936,8425,26,0,0
33357,336,40.64068857616025,-73.49104022204436,0,1,0,0,0,0,0,0,4329114,4632,27,1,0
33358,1873,40.67233908908869,-73.31149327659587,1,0,1,0,0,1,0,0,4318409,6071,35,1,0
33359,358,40.891437789707325,-74.44992078985693,0,0,1,0,1,0,1,0,4325916,4554,28,0,0
33360,1939,40.91790849397546,-73.99277653566331,0,0,0,0,0,0,0,0,4309012,2571,43,0,0
33361,669,40.802238112117074,-74.75526251494516,0,0,1,0,0,1,0,1,4327713,7597,53,1,0
33362,1529,40.636415841217335,-73.95701157136365,0,0,1,0,0,1,1,0,4328538,4157,36,0,0
33363,1464,40.81994601283563,-73.870869555625,1,0,1,0,0,0,0,0,4328297,8038,32,0,0
33364,1506,40.65362324009249,-73.5646377943783,1,0,1,0,0,0,1,1,4318349,1135,32,0,0
33365,1648,40.76840929928087,-74.36503003583042,1,0,1,1,0,0,0,1,4311210,4017,1,0,0
33366,803,40.703934271833,-74.34364963211995,1,0,1,1,0,1,0,0,4327119,8539,51,0,0
33367,1871,40.83489968785974,-73.83235589266934,0,0,1,0,1,0,0,0,4313443,7750,30,0,0
33368,251,40.672183326393466,-73.90740277268067,0,0,0,0,0,0,0,1,4319309,5563,2,1,0
33369,1771,40.60469310598759,-73.60427193647931,0,1,0,1,0,0,1,1,4313012,4171,48,1,0
33370,1214,40.75426369406419,-73.92888311738331,0,0,0,0,0,0,0,0,4327047,5975,23,1,0
33371,1994,40.65413257432047,-73.24017652191425,1,0,0,0,0,1,0,0,4317743,6093,47,0,0
33372,525,40.63601182732749,-73.62256866435867,0,0,0,1,0,0,0,0,4302037,1465,31,0,0
33373,1215,40.629346654222815,-73.5685152089774,1,1,0,0,0,1,0,0,4326366,8785,38,0,0
33374,755,40.723647179035595,-74.35369788781615,0,0,0,0,0,0,1,0,4328592,2950,50,1,0
33375,274,40.80919301671017,-74.68514150642851,0,0,1,0,0,0,0,0,4305495,1008,11,0,0
33376,1955,40.744503120947456,-74.37300192337209,0,0,0,0,0,0,0,0,4318400,8326,11,1,0
33377,982,40.90168450936772,-73.32084225106406,0,0,0,1,0,1,0,0,4319086,5349,40,0,0
33378,1828,40.51064844103328,-74.12311296351295,0,1,0,0,1,0,1,1,4322765,3746,3,0,0
33379,571,40.84631279497995,-74.62758314432573,0,1,0,1,0,1,0,0,4306776,5729,50,1,0
33380,2010,40.552364648254645,-73.80424557662835,0,1,0,0,0,0,0,0,4313170,4566,56,0,0
33381,1662,40.868199163116586,-73.42109484096804,0,0,0,0,0,0,0,1,4309640,4321,25,0,0
33382,1293,40.72265961369349,-73.91044748256988,0,0,0,1,0,0,0,0,4302645,5500,50,0,0
33383,556,40.959048584187215,-73.38514786282506,0,0,0,0,0,1,1,0,4319257,5062,41,0,0
33384,1390,40.79196494568566,-74.4269784261796,0,0,0,0,0,0,0,0,4304299,692,39,0,0
33385,1038,40.770951553577014,-74.1827704045667,0,0,1,0,1,1,1,0,4327344,4349,31,0,0
33386,1724,40.62552787468313,-73.6364237215281,0,0,0,1,0,0,0,0,4323412,2656,54,0,0
33387,534,40.74244282864131,-73.79522465765449,0,0,0,1,0,1,0,0,4318812,6676,30,0,0
33388,1587,40.69740924166623,-74.37977277415953,0,0,0,0,0,0,0,0,4302500,6794,53,0,0
33389,664,40.70022602123931,-74.4941085544444,0,0,1,0,0,0,0,0,4305407,1907,21,0,0
33390,1487,40.82985385190296,-74.39435209361237,1,0,0,0,0,0,1,1,4318378,3012,19,0,0
33391,932,40.60142592617433,-74.32481238766069,0,0,0,1,0,0,0,0,4301271,2965,33,0,0
33392,673,40.65091348575146,-73.88013123568277,1,0,0,0,0,1,1,0,4301660,2659,6,0,0
33393,1168,40.8249631270771,-74.2477577320394,0,0,0,0,0,0,0,0,4314000,4307,53,1,0
33394,1150,40.94615749603106,-74.59829336199289,0,0,0,0,0,0,0,0,4328195,5169,15,0,0
33395,1887,40.73130593206563,-74.06352556573407,1,0,1,0,1,0,0,0,4304894,5590,54,0,0
33396,1220,40.58612961675982,-73.72549417415132,1,1,0,0,0,0,0,0,4303065,5848,42,0,0
33397,1375,40.64039106399391,-73.85012309071925,1,0,0,0,0,0,0,1,4319269,4218,28,0,0
33398,1829,40.515477401685104,-74.03899028980133,0,0,0,1,0,0,0,0,4322904,3652,11,1,0
33399,1046,40.66682369227054,-73.5633070306502,0,0,0,0,1,0,0,0,4328948,4650,21,0,0
33400,1108,40.91298504867557,-74.07260113131895,0,0,0,1,0,0,0,0,4306299,5345,44,0,0
33401,542,40.55690661033332,-73.43018613246771,0,0,0,0,1,0,1,0,4326137,5779,42,0,0
33402,856,40.70886226348068,-74.6814304931554,0,0,1,0,0,1,0,1,4327840,7325,35,1,0
33403,523,40.70093789653457,-74.03939387206633,0,0,0,0,0,0,0,1,4319148,6045,2,1,0
33404,436,40.7485515071921,-73.76004901554778,0,1,0,0,0,0,0,0,4323222,8453,28,0,0
33405,1750,40.76409145195491,-74.54184397616763,1,0,1,0,0,0,0,1,4310710,4009,3,0,0
33406,1716,40.72274713034167,-74.25413565510826,0,0,0,1,0,0,0,0,4302163,5610,45,0,0
33407,1194,40.806785585438654,-74.03769261669318,0,0,1,0,0,0,0,0,4328143,7842,26,0,0
33408,1829,40.514105091466554,-74.05934085110884,0,0,0,1,0,0,0,0,4322870,3674,9,1,0
33409,561,40.796132576150725,-74.50696693563344,1,0,0,1,0,0,1,0,4313889,3500,28,0,0
33410,967,40.8634994605165,-74.6654559682478,1,0,0,1,0,0,0,0,4314583,2972,32,0,0
33411,729,40.651114681216754,-73.802679912326,0,0,0,0,0,1,1,0,4301455,2558,2,0,0
33412,505,40.67733661700259,-73.38117582267853,0,1,0,0,1,0,0,0,4324367,9702,34,0,0
33413,1464,40.57772651680476,-73.60428291053218,0,0,0,1,0,0,0,0,4323493,2927,44,0,0
33414,1324,40.59631033760913,-74.44489327053384,0,0,0,0,0,0,0,0,4313389,5904,20,0,0
33415,974,40.7130299324328,-74.71982156876835,0,1,0,0,1,1,0,0,4316724,2726,39,0,0
33416,982,40.70208962887981,-74.50484229448692,1,0,0,0,0,0,0,0,4305480,1496,28,0,0
33417,1663,40.7667956598162,-74.54404084528423,1,0,1,0,0,0,0,1,4310120,3804,8,0,0
33418,1426,40.795238414552394,-74.36641256161633,1,0,1,0,0,0,0,0,4304634,3548,10,0,0
33419,600,40.629980643695944,-73.46004457988093,0,1,0,0,0,0,0,0,4324938,9862,34,0,0
33420,517,40.741314902685474,-74.15169060667495,1,0,1,1,0,0,1,1,4313458,3205,17,1,0
33421,2067,40.5547093840691,-73.7353430977019,0,0,0,0,0,0,1,0,4313156,4407,59,1,0
33422,1938,40.68293317658667,-73.28024945084447,0,0,0,0,0,1,0,0,4317948,6000,47,1,0
33423,1926,40.83112041090008,-74.65894606731209,0,0,0,0,0,0,0,0,4318335,8485,1,1,0
33424,1393,40.676143715675465,-73.83556934340228,0,0,1,0,0,0,0,0,4301801,8903,39,0,0
33425,1263,40.782704206627315,-74.32764728844256,0,1,0,0,0,0,0,1,4305800,5708,55,0,0
33426,1545,40.63833657615973,-74.52592763367933,1,0,0,1,1,0,1,0,4317019,1695,28,0,0
33427,1789,40.64299224628083,-73.72423722980089,1,0,0,0,0,0,0,0,4319043,4372,35,0,0
33428,842,40.80874856122504,-74.6695906254269,1,0,1,0,1,1,0,0,4327768,7751,61,0,0
33429,568,40.64130731072096,-74.50276314562892,0,0,0,1,0,0,1,0,4301181,4070,45,0,0
33430,1666,40.549495338660826,-73.94446858686715,0,0,1,1,0,1,0,0,4302054,8536,40,0,0
33431,1081,40.605898843758446,-73.81821139050834,0,0,0,0,1,0,0,0,4326133,4683,28,0,0
33432,1759,40.92390970770668,-73.26778115502499,1,0,0,0,0,0,0,1,4309355,3649,29,0,0
33433,551,40.73205049521966,-73.80189791199614,0,0,0,0,1,1,1,0,4325981,5397,33,0,0
33434,608,40.61819590946904,-74.48951736634034,0,1,0,1,0,1,1,0,4302263,3279,42,0,0
33435,953,40.68321464961377,-73.40216371862188,0,1,0,0,1,0,0,0,4329349,3524,26,0,0
33436,2076,40.68826138389047,-73.67211708346538,0,0,0,1,0,0,0,0,4313261,5794,51,1,0
33437,263,40.73739898715444,-74.70054877095973,0,0,1,0,0,1,0,0,4327241,7391,24,0,0
33438,358,40.672146427291615,-73.37660366217158,0,0,0,0,0,0,0,1,4303210,513,29,0,0
33439,122,40.698990580748685,-74.64873910319422,0,0,0,1,0,0,1,0,4301231,5588,61,0,0
33440,928,40.82048023592699,-74.07688587448035,1,0,1,0,0,0,0,1,4301214,9461,35,1,0
33441,1644,40.768489732562635,-74.24613563949586,0,1,1,0,0,0,0,1,4304461,5701,54,0,0
33442,325,40.669208729779314,-74.66706565417098,1,0,0,1,0,0,1,0,4303843,3804,47,0,0
33443,850,40.7389081723038,-73.65406739869444,0,0,0,1,0,0,0,0,4303258,5412,54,0,0
33444,1906,40.87081048319211,-73.62074564571672,0,0,0,0,0,0,0,0,4308827,2181,42,0,0
33445,1751,40.71210797265337,-74.37950819209192,0,0,0,0,0,0,0,0,4302203,6131,47,0,0
33446,1558,40.583573295287884,-74.52324066135755,0,1,0,0,0,0,0,0,4300796,4281,30,0,0
33447,1597,40.737727199882606,-74.33514694711015,1,0,0,0,0,0,1,1,4328437,3209,41,0,0
33448,1638,40.82015622521535,-74.52270794448904,1,0,1,0,1,0,1,1,4317588,1644,11,0,0
33449,666,40.554074906056975,-73.23168663721367,0,0,0,0,1,1,1,0,4326092,6093,40,0,0
33450,1410,40.791888709283334,-74.31139046269331,0,0,0,0,1,0,0,0,4305333,683,42,0,0
33451,1182,40.64824853555004,-73.63246359720596,0,0,1,0,0,0,0,1,4307568,5212,52,0,0
33452,1390,40.93289747152072,-74.68347922415286,1,0,0,0,0,0,1,1,4317918,2516,12,0,0
33453,1210,40.61921032711094,-74.14474036797836,1,0,0,0,0,0,0,0,4301078,3561,12,1,0
33454,1424,40.67150288781593,-73.21043609887992,0,0,0,0,0,0,0,0,4323452,2983,50,0,0
33455,1229,40.79306143336755,-74.12683685141124,0,0,0,0,1,0,0,0,4313727,4903,54,0,0
33456,477,40.84645257868375,-74.1684277162054,0,0,0,0,1,1,1,0,4325910,4950,28,0,0
33457,980,40.52054650479236,-73.13022504888933,0,0,0,0,1,0,0,1,4326102,5995,36,0,0
33458,701,40.6705986168655,-74.45049648388446,0,0,0,0,0,0,0,0,4312694,9256,33,1,0
33459,383,40.70335488191553,-73.88063697643294,0,0,0,0,1,1,1,0,4316971,4704,61,0,0
33460,1643,40.71923106766706,-74.62665739803356,0,0,0,0,0,0,0,1,4310823,4599,1,0,0
33461,238,40.80170877978757,-73.67188070870961,0,1,0,0,1,0,0,0,4323296,8370,34,0,0
33462,409,40.682437156787245,-73.81899812176945,1,1,0,1,0,0,0,1,4322876,2111,11,0,0
33463,1266,40.796385283080866,-74.52742754352268,0,0,0,0,0,0,0,0,4303325,6180,49,0,0
33464,993,40.754198447135764,-74.62702667182539,0,1,0,0,1,1,0,0,4316806,2589,34,0,0
33465,1491,40.7170473226713,-73.97352444081902,1,0,0,1,0,1,0,0,4324522,9436,21,1,0
33466,887,40.64491939437435,-74.79860475695254,1,0,1,0,0,0,0,1,4300614,9381,26,1,0
33467,1483,40.795229750031034,-74.36441037313853,0,1,1,0,0,0,0,1,4304180,5696,51,0,0
33468,559,40.67337210188194,-74.22753479526956,0,0,0,0,1,1,1,0,4316826,4173,57,0,0
33469,626,40.67724050658746,-74.40179210495513,0,1,1,0,0,0,0,0,4307423,8129,25,0,0
33470,319,40.84555604979508,-74.6773278518003,0,0,0,0,0,0,0,1,4305039,220,12,0,0
33471,1747,40.79007350783275,-73.30736611414432,1,0,0,0,0,0,0,0,4308133,1630,39,0,0
33472,1491,40.70591172928702,-74.28476847988456,1,0,1,1,0,0,0,1,4318150,630,27,0,0
33473,956,40.676264758270825,-74.8026912222418,0,1,0,0,1,1,0,0,4316652,2848,42,0,0
33474,560,40.795481694407954,-74.79515635664765,0,0,1,0,0,1,0,1,4327660,7509,47,1,0
33475,318,40.773155340075654,-74.74978315807753,0,0,1,0,0,0,0,0,4327585,7266,21,0,0
33476,1311,40.93480524716584,-73.87438588693482,0,0,0,1,0,0,0,0,4306133,5220,41,0,0
33477,360,40.73038834709012,-74.4847267152766,0,0,0,0,0,0,0,0,4311393,9564,30,1,0
33478,1394,40.732192279392955,-74.07091800857522,0,0,0,0,0,0,0,1,4309783,5250,16,0,0
33479,1326,40.570187033040426,-74.47556368430251,0,0,1,0,1,0,0,0,4313401,6474,21,0,0
33480,639,40.71427546810972,-74.73181185537544,0,1,0,1,0,0,0,0,4307303,8704,12,1,0
33481,2055,40.787348664582694,-73.73575294045392,0,0,1,0,0,0,1,0,4322873,4522,59,0,0
33482,1042,40.70425041800956,-74.8998222101634,1,0,0,0,1,1,1,0,4316861,2883,39,0,0
33483,773,40.607038713277426,-74.92646147307792,0,1,0,0,0,0,0,0,4308970,7613,6,0,0
33484,294,40.69869550061044,-74.28087378138109,0,0,1,0,0,0,0,0,4305474,2153,16,0,0
33485,1794,40.901631118355404,-74.16118373252951,1,0,1,0,1,1,0,0,4325430,8874,28,0,0
33486,1049,40.640196587510125,-73.63342106507298,0,0,0,0,0,0,1,0,4303141,5667,48,0,0
33487,1329,40.63068702746431,-74.0042541617946,0,0,0,0,0,0,1,0,4302923,6457,49,0,0
33488,643,40.800587665795334,-74.76500771530615,0,0,1,0,0,1,0,1,4327700,7575,52,1,0
33489,1230,40.71906487639815,-74.09570536610039,0,0,1,0,1,1,1,0,4327805,4275,33,0,0
33490,2131,40.70689816017091,-73.19343553234276,0,0,0,1,0,1,0,0,4318290,6126,43,0,0
33491,381,40.726656010115754,-74.48258991422755,0,0,0,0,0,0,0,0,4311474,9544,30,1,0
33492,695,40.58006273657176,-73.68605972299727,0,1,0,0,0,0,0,0,4325663,9769,35,0,0
33493,1699,40.760766897703206,-74.65876873778886,0,0,0,0,0,1,0,1,4313417,1951,13,0,0
33494,590,40.654951573213694,-73.60529304463745,0,0,0,0,0,0,0,0,4301765,1963,9,0,0
33495,960,40.529155173453184,-73.76074336878347,1,1,0,1,0,1,0,0,4324993,9786,25,0,0
33496,1597,40.77330773726116,-74.679486593358,0,0,0,0,0,1,0,1,4313624,2070,16,0,0
33497,1123,40.79538253086528,-74.387719133186,0,1,0,0,0,0,0,1,4305985,5708,55,0,0
33498,773,40.65971102932318,-74.11093061041453,0,1,1,0,0,0,0,0,4307409,7418,35,0,0
33499,892,40.62557929633335,-73.6411126034275,0,0,0,1,0,0,0,0,4323241,2569,26,0,0
33500,866,40.624154152454246,-73.51503469000066,0,0,0,0,0,1,0,0,4316657,5448,60,0,0
33501,607,40.65000682469925,-73.98222177220573,1,0,0,0,0,1,1,0,4301909,2789,12,0,0
33502,1731,40.64656910684487,-74.39854411832374,1,0,0,1,1,0,1,0,4317168,1283,21,0,0
33503,1527,40.94902889413465,-73.6928382670617,0,0,0,1,0,0,0,0,4305991,5142,38,0,0
33504,1740,40.76181979632941,-74.00626114046877,0,0,1,0,1,0,0,0,4313423,7305,27,0,0
33505,1054,40.81690692687826,-73.84096185263084,0,0,0,0,0,0,1,0,4313444,4392,44,1,0
33506,1815,40.72908588464844,-74.36785842183778,1,0,1,0,1,0,1,1,4317455,1166,13,0,0
33507,146,40.66545397318485,-73.84521226538482,0,0,0,0,0,1,0,1,4319375,5360,3,0,0
33508,1938,40.91576557866663,-73.97584947916633,0,0,0,0,0,0,0,0,4309003,2553,43,0,0
33509,2166,40.90917149545322,-74.4482865836813,0,1,1,0,1,0,1,0,4322105,5920,51,0,0
33510,1875,40.60841634731317,-74.56786922704237,0,0,0,0,0,0,0,0,4300883,5110,31,0,0
33511,1317,40.78677470069868,-74.0430322020334,0,0,0,0,0,0,1,0,4313693,4724,59,1,0
33512,1284,40.70621231158083,-74.05278475777617,0,0,1,0,0,0,0,1,4307930,4288,38,0,0
33513,1552,40.8363527523291,-74.02135950647053,1,0,0,0,0,0,0,1,4308770,3382,25,0,0
33514,1177,40.82379656884701,-74.21383002294701,0,0,0,0,0,0,0,0,4313951,4404,54,1,0
33515,1548,40.93016534536599,-73.74202360071982,0,0,0,1,0,0,0,0,4306057,5259,36,0,0
33516,745,40.78514140490994,-74.34939927511964,1,0,1,1,0,0,0,1,4319436,380,49,0,0
33517,1788,40.70579732151023,-74.29634855963148,0,0,1,0,1,0,0,0,4302126,5677,43,0,0
33518,1541,40.813182206923514,-74.77277595537015,0,0,1,0,1,0,0,0,4304914,1042,38,0,0
33519,364,40.783270155407244,-74.86726042492937,0,0,1,0,0,1,0,1,4327564,7350,37,1,0
33520,981,40.59829209985905,-73.92757587115149,1,1,0,0,0,0,1,0,4303238,5416,45,0,0
33521,888,40.830236867137565,-74.12465757026739,0,0,0,0,1,0,0,0,4325905,4699,21,0,0
33522,591,40.80767904082744,-74.31712551351357,1,0,0,0,0,0,0,1,4314773,2890,29,0,0
33523,110,40.59420299845073,-73.74118426672872,0,1,0,0,0,0,0,0,4328930,4226,43,1,0
33524,774,40.69039566182071,-74.19634618340503,0,0,0,0,0,0,0,1,4304523,1222,27,0,0
33525,964,40.75629413468535,-74.31525476493631,1,0,1,0,1,1,0,0,4327414,8038,55,0,0
33526,1378,40.71251928708557,-73.71557681956116,1,0,1,0,1,1,0,0,4326325,8713,37,0,0
33527,892,40.640562092129365,-73.91589216395904,1,0,0,0,0,0,0,0,4301327,2898,5,1,0
33528,449,40.88853503040243,-74.30325456832242,0,0,0,0,1,1,1,0,4325884,4785,27,0,0
33529,1082,40.51832887181987,-73.71508921887124,1,1,0,1,0,1,0,0,4324294,9833,19,0,0
33530,1878,40.83240622330505,-73.31738737758852,0,0,0,0,0,0,0,0,4308677,1862,42,0,0
33531,808,40.69940655367964,-74.24393607618875,1,1,0,1,0,0,0,1,4322585,1882,22,0,0
33532,1456,40.67876845528534,-74.32026572011335,0,0,0,0,0,0,1,0,4302729,7103,55,0,0
33533,1758,40.885133776523475,-74.12231081000242,1,0,1,0,1,1,0,0,4325508,8860,29,0,0
33534,995,40.784331985715326,-74.29020603550975,0,0,0,0,0,0,1,0,4313851,4297,49,1,0
33535,1620,40.865291354620716,-73.772293008966,1,0,0,0,0,0,0,1,4308963,3470,26,0,0
33536,1431,40.71270447185618,-74.41371962758627,0,0,0,0,0,0,0,0,4302837,6985,55,0,0
33537,1006,40.80594678500247,-74.82100063621667,1,1,0,1,0,1,0,0,4315069,2793,35,0,0
33538,877,40.67070089461021,-74.73713581959153,1,1,0,0,0,0,0,0,4316286,2982,46,0,0
33539,1289,40.778248310836936,-74.12422100243514,0,0,0,0,1,0,0,0,4305506,630,43,0,0
33540,381,40.70107483580344,-73.69838852241715,0,0,0,1,1,0,0,0,4305938,1359,28,0,0
33541,1546,40.97144375176533,-74.81568372087807,0,0,0,0,0,0,0,1,4328513,3606,16,0,0
33542,1246,40.92777315593518,-74.61258849489032,0,0,0,0,1,1,0,0,4317512,2313,14,1,0
33543,964,40.88689578276188,-74.06849367858831,0,0,0,0,0,0,1,0,4313696,4422,45,0,0
33544,423,40.73198675233875,-74.81159848474118,0,1,0,1,0,0,0,0,4307318,8555,17,1,0
33545,1361,40.61561444913634,-73.78402561493395,1,1,1,0,1,0,0,0,4303493,5828,46,0,0
33546,1404,40.83009917885836,-73.27401940076483,0,0,0,1,0,1,0,0,4318794,5634,41,0,0
33547,525,40.74909752162148,-74.03369166534289,1,0,1,1,0,0,1,1,4313347,3214,16,1,0
