,original tweet,neutral score,polar score,trimmed tweet,latitude,longitude
25,Incident on #2Line at 125 St https://t.co/YZ3WAy3ddG,1.0,0.0,incident 2line 125 st https co yz3 way 3dd g ,40.71455,-74.00714
26,Cleared: Incident on #B12Bus at Brooklyn,0.781,0.1027,cleared incident b12bus brooklyn  ,40.69245,-73.99036
27,Cleared: Incident on #B60Bus at Brooklyn,0.781,0.1027,cleared incident b60bus brooklyn  ,40.69245,-73.99036
28,Cleared: Incident on #B47Bus at Brooklyn,0.781,0.1027,cleared incident b47bus brooklyn  ,40.678364,-73.94407
30,Cleared: Incident on #Q24Bus at Brooklyn,0.781,0.1027,cleared incident q24bus brooklyn  ,40.679226,-73.94411
31,Updated: Incident on #StgeorgeFerryRoute at St George Ferry Terminal  https://t.co/6uGeMc0sxB,1.0,0.0,updated incident stgeorge ferry route st george ferry terminal https co 6u ge mc0sx b ,40.71455,-74.00714
32,Cleared: Incident on #US130 SB at NJ 38,0.833,0.1027,cleared incident us130 south bound new jersey 38 ,49.18622,-2.106121
33,Updated: Incident on #BusService at Midtown Manhattan https://t.co/zzEP4LDcXK,1.0,0.0,updated incident bus service midtown manhattan https co zz ep4ldc xk ,40.73528,-105.58185
34,Cleared: Incident on #B25Bus at Brooklyn,0.781,0.1027,cleared incident b25bus brooklyn  ,40.679134,-73.944
35,Cleared: Incident on #B61Bus at Brooklyn,0.781,0.1027,cleared incident b61bus brooklyn  ,40.69245,-73.99036
36,Cleared: Incident on #I95 SB at 0.86 miles beyond Exit 10 (LEDGE RD),0.896,0.1027,cleared incident interstate 95 south bound 0 86 miles beyond exit 10 ledge rd  ,40.8498,-73.94294
37,Cleared: Incident on #B68Bus at Brooklyn,0.781,0.1027,cleared incident b68bus brooklyn  ,40.69245,-73.99036
38,Cleared: Incident on #I90 WB at NY State Thruway Interchange 24 Toll Booths,0.896,0.1027,cleared incident i90 west bound new york state thru way interchange 24 toll booths ,40.71455,-74.00714
39,Cleared: Incident on #B63Bus at Brooklyn,0.781,0.1027,cleared incident b63bus brooklyn  ,40.69245,-73.99036
40,Cleared: Incident on #B62Bus at Brooklyn,0.781,0.1027,cleared incident b62bus brooklyn  ,40.69245,-73.99036
42,Cleared: Incident on #B8Bus at Brooklyn,0.781,0.1027,cleared incident b8bus brooklyn  ,40.69245,-73.99036
43,Cleared: Incident on #B11Bus at Brooklyn,0.781,0.1027,cleared incident b11bus brooklyn  ,40.69245,-73.99036
45,Cleared: Incident on #B42Bus at Brooklyn,0.781,0.1027,cleared incident b42bus brooklyn  ,40.678658,-73.94415
46,Closure on #US19TonnelleAvenue NB at Manhattan Av https://t.co/qj2UZVL39e,1.0,0.0,closure us19tonnelle avenue route h bound manhattan av https co qj2uzvl39e ,40.7145,-74.00601
47,Cleared: Incident on #B37Bus at Brooklyn,0.781,0.1027,cleared incident b37bus brooklyn  ,40.678764,-73.94403
48,Incident on #ALLTBTAFACILITIES Both directions https://t.co/XW8yfZL1ps,1.0,0.0,incident alltbtafacilities directions https co xw8yf zl1ps ,54.09403,-1.3956686
49,Updated: Incident on #FLine SB from 18 Av to Avenue I https://t.co/ZBM2hhF2wR,1.0,0.0,updated incident fline south bound 18 av avenue https co zbm2hh f2w r ,40.71455,-74.00714
50,Cleared: Incident on #B57Bus at Brooklyn,0.781,0.1027,cleared incident b57bus brooklyn  ,40.69245,-73.99036
51,tweet,1.0,0.0,tweet ,41.32125,-74.34017
53,Incident on #I278 WB at Exit 39 - Queens Midtown Expressway https://t.co/KoFG2L10rE,1.0,0.0,incident i278 west bound exit 39 queens midtown express way https co ko fg2l10r e ,40.730087,-73.91273
55,Cleared: Construction on #NY5 Both directions at Syracuse City Line; Route 635; Town of Dewitt,0.909,0.1027,cleared construction new york 5 directions syracuse city line route 635 town dewitt ,43.05042,-76.14738
56,Cleared: Incident on #NJ70 WB at East of NJ 41/CR 154,0.877,0.1027,cleared incident new jersey 70 west bound east new jersey 41 cr 154 ,44.22149,-79.43212
57,Updated: Incident on #Systemwide https://t.co/F01rKNjR5a,1.0,0.0,updated incident systemwide https co f01r k new jersey r5a ,49.184654,-2.1067586
58,Construction on #NY117 SB https://t.co/3IycQQMFPJ,1.0,0.0,construction new york 117 south bound https co 3iyc qqmfpj ,40.71455,-74.00714
59,Cleared: Incident on #I295 SB at Exit 26N - I-76/I-676,0.851,0.1027,cleared incident interstate 295 south bound exit 26n 76 676 ,40.7275,-73.758644
60,Cleared: Incident on #I80 EB at East of Exit 28 - CR 631/US 46,0.896,0.1027,cleared incident i80 east bound east exit 28 cr 631 us 46 ,42.521317,-74.140015
61,Incident on #US202 WB at Bear Mountain State Parkway https://t.co/ch34xps2c9,1.0,0.0,incident us202 west bound bear mountain state park way https co ch34xps2c9 ,39.119263,-105.717125
63,Cleared: Incident on #QLine SB at Lexington Av/63 St,0.851,0.1027,cleared incident qline south bound lexington av 63 st ,40.78302,-73.95301
64,Cleared: Incident on #RTE9Stockport,0.682,0.1027,cleared incident route 9stockpo route  ,40.71455,-74.00714
65,Cleared: Incident on #NJ168 SB at CR 551/Kings Highway,0.851,0.1027,cleared incident new jersey 168 south bound cr 551 kings high way  ,43.15375,-73.85575
67,Incident on #US130 SB at NJ 38 https://t.co/IcOv1vFLdz,1.0,0.0,incident us130 south bound new jersey 38 https co ic ov1v fldz ,40.71455,-74.00714
68,Incident on #US9 SB at Roa Hook Road https://t.co/mS8s5ylpmD,1.0,0.0,incident us9 south bound roa hook road https co s8s5ylpm ,40.85062,-73.94702
69,Cleared: Incident on #I280 WB from East of Stickel Drawbridge to Exit 14W - Clifton Av,0.909,0.1027,cleared incident i280 west bound east stickel dra west bound ridge exit 14w clifton av ,40.616055,-74.064415
71,Incident on #GLine at Bedford - Nostrand Avs https://t.co/p7wPyo1xXJ,1.0,0.0,incident gline bedford nostrand avs https co p7w pyo1x xj ,40.71455,-74.00714
73,Incident on #I295 NB at North of Exit 57 - US 130 https://t.co/9XRxra0SQf,1.0,0.0,incident interstate 295 route h bound route h exit 57 us 130 https co 9xrxra0sqf ,43.02377,-79.88348
75,Incident on #I90 WB at Exit 6; US 9 https://t.co/eZDbIoTmeH,1.0,0.0,incident i90 west bound exit 6 us 9 https co e zdb io tme h ,40.709766,-73.84069
76,Cleared: Incident on #NewJerseyTurnpikeEasternSpur SB at after the toll at Interchange 17E,0.887,0.1027,cleared incident new jersey turnpike eastern spur south bound toll interchange 17e ,49.18515,-2.1064935
77,Incident on #NY55 EB at NY 82 https://t.co/RX62YCuNNZ,1.0,0.0,incident new york 55 east bound new york 82 https co rx62ycu nnz ,40.71455,-74.00714
81,Cleared: Incident on #US9 NB at CR 528/Central Ave,0.851,0.1027,cleared incident us9 route h bound cr 528 central ave ,42.65866,-73.76449
83,Updated: Construction on #NY117 SB https://t.co/3IycQQv4r9,1.0,0.0,updated construction new york 117 south bound https co 3iyc qqv4r9 ,40.71455,-74.00714
84,Cleared: Incident on #I95 NB at 0.38 miles before Exit 4 (INDIAN FIELD RD),0.896,0.1027,cleared incident interstate 95 route h bound 0 38 miles exit 4 indian field rd  ,42.44076,-76.63059
88,Updated: Incident on #I278 WB https://t.co/KoFG2L10rE,1.0,0.0,updated incident i278 west bound https co ko fg2l10r e ,40.788925,-73.92752
89,Cleared: Incident on #NJ41 SB at NJ 42,0.833,0.1027,cleared incident new jersey 41 south bound new jersey 42 ,44.22149,-79.43212
91,Cleared: Incident on #I295 NB at North of Exit 57 - US 130,0.887,0.1027,cleared incident interstate 295 route h bound route h exit 57 us 130 ,40.71455,-74.00714
93,Updated: Incident on #I295 SB at Exit 26N - I-76/I-676 https://t.co/VN8wRXWZJq,1.0,0.0,updated incident interstate 295 south bound exit 26n 76 676 https co vn8w rxwzjq ,40.7275,-73.758644
94,Cleared: Incident on #NJ3 WB from Garden State Parkway to East of US 46,0.903,0.1027,cleared incident new jersey 3 west bound garden state park way east us 46 ,40.71455,-74.00714
95,Cleared: Incident on #I87Northway NB at Exit 17N: US 9 north,0.865,0.1027,cleared incident interstate 87 route h way route h bound exit 17n us 9 route h ,43.022854,-79.89108
97,Cleared: Incident on #GardenStateParkway NB at Exit 100C- NJ 66 West,0.877,0.1027,cleared incident garden state park way route h bound exit 100c new jersey 66 west ,40.78833,-74.01526
98,Construction on #NY67 Both directions https://t.co/MNlT3FB1xF,1.0,0.0,construction new york 67 directions https co mnl t3fb1x f ,40.71455,-74.00714
99,Cleared: Incident on #I76 EB from Exit 2 - I-676 to Exit 1A - NJ 42/I-295,0.896,0.1027,cleared incident interstate 76 east bound exit 2 676 exit 1a new jersey 42 295 ,40.71455,-74.00714
101,Cleared: Incident on #I87MajorDeeganExpressway NB at West 233rd Street,0.851,0.1027,cleared incident interstate 87 major deegan express way route h bound west 233rd street ,40.87279,-73.9062
102,tweet,1.0,0.0,tweet ,41.32125,-74.34017
103,Closure on #OTHER NB at Other Road https://t.co/uUojbyot2H,1.0,0.0,closure route h bound road https co u uojbyot2h ,40.71455,-74.00714
104,Cleared: Incident on #NJ38 EB at Mill Rd/Columbia Blvd,0.851,0.1027,cleared incident new jersey 38 east bound mill rd columbia blvd ,47.214413,-65.19777
105,Cleared: Closure on #NJ47 SB at US 130,0.833,0.1027,cleared closure new jersey 47 south bound us 130 ,40.763863,-72.93918
106,Incident on #I80 EB at East of Exit 28 - CR 631/US 46 https://t.co/Iqx8fo0YDI,1.0,0.0,incident i80 east bound east exit 28 cr 631 us 46 https co iqx8fo0ydi ,42.521317,-74.140015
109,Cleared: Incident on #US130 SB at Taylors Ln/New Albany Rd,0.865,0.1027,cleared incident us130 south bound taylors ln new alba new york rd ,40.71455,-74.00714
111,Cleared: Incident on #NJ24 EB from Exit 9A - Broad St/Millburn/Summit to West of I-78,0.903,0.1027,cleared incident new jersey 24 east bound exit 9a broad st millburn summit west 78 ,40.70678,-74.01082
113,Cleared: Incident on #GardenStateParkway SB at South of Exit 129 - New Jersey Turnpike,0.896,0.1027,cleared incident garden state park way south bound south exit 129 new jersey turnpike ,44.22149,-79.43212
114,Cleared: Incident on #Harlem at Harlem-125th St.,0.811,0.1027,cleared incident harlem harlem 125th st  ,40.80881,-73.94796
116,Cleared: Incident on #NJ4 WB from Kinderkamack Rd to NJ 17,0.877,0.1027,cleared incident new jersey 4 west bound kinderkamack rd new jersey 17 ,44.22149,-79.43212
120,Cleared: Construction on #NY5 Both directions at Syracuse City Line; Route 635; Town of Dewitt,0.909,0.1027,cleared construction new york 5 directions syracuse city line route 635 town dewitt ,43.05042,-76.14738
121,Cleared: Incident on #I95 SB at 0.37 miles before Exit 5 (US 1),0.887,0.1027,cleared incident interstate 95 south bound 0 37 miles exit 5 us 1  ,40.8498,-73.94294
124,Incident on #NY17A Both directions at Jarmain Road https://t.co/3BL2gXhgcU,1.0,0.0,incident new york 17a directions jarmain road https co 3bl2g xhgc u ,40.792778,-73.82551
126,Incident on #Harlem NB at Grand Central https://t.co/WuMP4icqIZ,0.7,0.4588,incident harlem route h bound grand central https co wu mp4icq iz ,40.80881,-73.94796
127,Cleared: Incident on #I295 NB at North of Exit 26N - I-76/I-676,0.877,0.1027,cleared incident interstate 295 route h bound route h exit 26n 76 676 ,40.71455,-74.00714
129,Cleared: Incident on #US130 SB at NJ 38,0.833,0.1027,cleared incident us130 south bound new jersey 38 ,49.18622,-2.106121
130,Construction on #I684 SB https://t.co/zHeRiRqr0l,1.0,0.0,construction i684 south bound https co z ri rqr0l ,40.71455,-74.00714
131,Updated: Incident on #NJ70 WB at East of NJ 41/CR 154 https://t.co/7WAiyhg06K,1.0,0.0,updated incident new jersey 70 west bound east new jersey 41 cr 154 https co 7waiyhg06k ,44.22149,-79.43212
132,Cleared: Closure on #US130 SB at CR 551,0.833,0.1027,cleared closure us130 south bound cr 551 ,40.71455,-74.00714
133,Incident on #I80 WB at East of Exit 42 - US 202/Littleton Rd https://t.co/V0KlRDR7ll,1.0,0.0,incident i80 west bound east exit 42 us 202 littleton rd https co v0kl rdr7ll ,39.61691,-105.01505
134,Incident on #ALine NB at Fulton St https://t.co/RKnm2zRQeu,1.0,0.0,incident aline route h bound fulton st https co rknm2z rqeu ,40.711952,-74.011505
136,Cleared: Construction on #NY5 Both directions at Town of Herkimer; Town of Little Falls,0.903,0.1027,cleared construction new york 5 directions town herkimer town little falls ,43.023174,-74.89479
138,Cleared: Construction on #RobertMosesCauseway Both directions at Fire Island Inlet Bridge,0.703,-0.25,cleared construction robe route moses cause way directions fire island inlet bridge ,43.75156,-74.7946
140,Cleared: Incident on #NJ17 NB from Summit Ave to Passaic St,0.877,0.1027,cleared incident new jersey 17 route h bound summit ave passaic st ,40.86034,-74.12374
141,Cleared: Closure on #US130 NB at CR 551,0.833,0.1027,cleared closure us130 route h bound cr 551 ,40.71455,-74.00714
142,Construction on #ELine Both directions at Jamaica Center - Parsons/Archer https://t.co/ILsJlKqOel,1.0,0.0,construction eline directions jamaica center parsons archer https co ils jl kq oel ,39.53332,-105.07693
144,Cleared: Closure on #NJ47 NB at US 130,0.833,0.1027,cleared closure new jersey 47 route h bound us 130 ,40.763863,-72.93918
145,Cleared: Incident on #US1 SB at North of Ryders Ln,0.865,0.1027,cleared incident us1 south bound route h ryders ln ,40.8498,-73.94294
147,Incident on #CLine at Fulton St https://t.co/RKnm2zRQeu,1.0,0.0,incident cline fulton st https co rknm2z rqeu ,40.711952,-74.011505
149,Updated: Incident on #Danbury from Cannondale to Branchville https://t.co/zqdkwvI2JG,1.0,0.0,updated incident da route h bound ury cannondale branchville https co zqdkwv i2jg ,40.71455,-74.00714
150,Incident on #NJ41 SB at NJ 42 https://t.co/b7k8idQ5DN,1.0,0.0,incident new jersey 41 south bound new jersey 42 https co b7k8id q5dn ,44.22149,-79.43212
153,tweet,1.0,0.0,tweet ,41.32125,-74.34017
154,Cleared: Incident on #ThrogsNeckBridge NB at Bronx Bound,0.833,0.1027,cleared incident throgs neck bridge route h bound bronx bound ,40.800034,-73.79358
155,Incident on #4Line at 125 St https://t.co/P6587gKqDO,1.0,0.0,incident 4line 125 st https co p6587g kq ,40.71455,-74.00714
156,Cleared: Construction on #I390 NB at Buffalo Road; NY 33 overpass,0.877,0.1027,cleared construction i390 route h bound buffalo road new york 33 overpass ,40.71455,-74.00714
159,Updated: Incident on #Q46Bus from Union Tp/260 St to Union Tp/252 St https://t.co/LaaqMFQPg6,1.0,0.0,updated incident q46bus union tp 260 st union tp 252 st https co laaq mfqpg6 ,42.15132,-76.06886
160,Updated: Incident on #QM6Bus at Union Tpk/260 St https://t.co/XC4OgSnQ4f,1.0,0.0,updated incident qm6bus union tpk 260 st https co xc4og sn q4f ,42.15132,-76.06886
161,Cleared: Construction on #NY252 Both directions from Lowenthal Rd to Marketplace Drive,0.887,0.1027,cleared construction new york 252 directions lowenthal rd marketplace drive ,40.71455,-74.00714
162,Cleared: Incident on #ALine at Rockaway Park - Beach 116 St,0.865,0.1027,cleared incident aline rocka way park beach 116 st ,40.57793,-73.83621
164,Updated: Incident on #Systemwide https://t.co/pSP6yAZCUN,1.0,0.0,updated incident systemwide https co p sp6y azcun ,40.71455,-74.00714
165,Incident on #NJ4 WB from Kinderkamack Rd to NJ 17 https://t.co/l7g4p23S6Q,1.0,0.0,incident new jersey 4 west bound kinderkamack rd new jersey 17 https co l7g4p23s6q ,44.22149,-79.43212
166,Cleared: Construction on #NY10 Both directions at END ROUTE; NY 8,0.865,0.1027,cleared construction new york 10 directions end route new york 8 ,40.71455,-74.00714
167,Cleared: Incident on #ParkLine at Rockaway Park - Beach 116 St,0.865,0.1027,cleared incident park line rocka way park beach 116 st ,40.57793,-73.83621
168,Cleared: Incident on #5Line at 125 St,0.811,0.1027,cleared incident 5line 125 st ,41.24898,-74.35548
169,Incident on #US130 SB at NJ 38 https://t.co/T54TvZ5Bso,1.0,0.0,incident us130 south bound new jersey 38 https co t54tv z5bso ,40.71455,-74.00714
171,Cleared: Incident on #4Line at 125 St,0.811,0.1027,cleared incident 4line 125 st ,41.24898,-74.35548
173,Construction on #I80 EB from East of Exit 47A - I-280 to East of Exit 47A - I-280 https://t.co/HgtcIoCFcj,1.0,0.0,construction i80 east bound east exit 47a 280 east exit 47a 280 https co hgtc io cfcj ,40.71455,-74.00714
174,Updated: Incident on #US1 SB at North of Ryders Ln https://t.co/DUREdkIr30,1.0,0.0,updated incident us1 south bound route h ryders ln https co duredk ir30 ,40.71455,-74.00714
176,Incident on #I87Northway SB at Exit 10; Ushers Road https://t.co/Wl6lBbLdfH,1.0,0.0,incident interstate 87 route h way south bound exit 10 ushers road https co wl6l bb ldf h ,40.71455,-74.00714
177,Closure on #NJ173 WB at CR 644/Greenwich Church Rd https://t.co/VQht6hD2Pc,1.0,0.0,closure new jersey 173 west bound cr 644 greenwich church rd https co vqht6h d2pc ,40.608875,-73.81806
178,Updated: Incident on #RTE9Stockport https://t.co/g7jBOwDBQF,1.0,0.0,updated incident route 9stockpo route https co g7j bow dbqf ,40.71455,-74.00714
179,Incident on #ThrogsNeckBridge NB at Bronx Bound https://t.co/E72JCaNdPO,1.0,0.0,incident throgs neck bridge route h bound bronx bound https co e72jca nd po ,40.800034,-73.79358
180,Incident on #GardenStateParkway NB at Exit 137 - NJ 28 https://t.co/doRGS3u7Vt,1.0,0.0,incident garden state park way route h bound exit 137 new jersey 28 https co rgs3u7vt ,40.71455,-74.00714
181,Closure on #NJ42 NB at US 322/CR 536 Spur https://t.co/Sw97pHwkrn,1.0,0.0,closure new jersey 42 route h bound us 322 cr 536 spur https co sw97p hwkrn ,40.71455,-74.00714
182,Incident on #UniversityHeightsBridge WB at Manhattan Side https://t.co/qoOlhWvS0G,1.0,0.0,incident university heights bridge west bound manhattan side https co qo olh wv s0g ,40.86019,-73.90971
183,Updated: Closure on #NJ42 NB at US 322/CR 536 Spur https://t.co/Sw97pHwkrn,1.0,0.0,updated closure new jersey 42 route h bound us 322 cr 536 spur https co sw97p hwkrn ,40.71455,-74.00714
184,Cleared: Construction on #M79SBSBus EB at W 81 St/Columbus Av,0.851,0.1027,cleared construction m79 south bound south bound us east bound w 81 st columbus av ,40.600956,-74.09018
186,Cleared: Incident on #ShuttleLine at Rockaway Park - Beach 116 St,0.865,0.1027,cleared incident shuttle line rocka way park beach 116 st ,40.57793,-73.83621
187,Incident on #RTE9Stockport https://t.co/g7jBOwDBQF,1.0,0.0,incident route 9stockpo route https co g7j bow dbqf ,40.71455,-74.00714
188,Updated: Incident on #AtlanticLine WB at 30th St. Phl. https://t.co/KKZPzqmg8Y,1.0,0.0,updated incident atlantic line west bound 30th st phl https co kkzpzqmg8y ,40.71455,-74.00714
189,Incident on #Danbury from Cannondale to Branchville https://t.co/zqdkwvI2JG,1.0,0.0,incident da route h bound ury cannondale branchville https co zqdkwv i2jg ,40.71455,-74.00714
190,Incident on #NJ168 SB at CR 551/Kings Highway https://t.co/rOCqkNyS0c,1.0,0.0,incident new jersey 168 south bound cr 551 kings high way https co r ocqk new york s0c ,40.67565,-73.89584
191,Incident on #US130 SB at Taylors Ln/New Albany Rd https://t.co/6w0TyPJmrw,1.0,0.0,incident us130 south bound taylors ln new alba new york rd https co 6w0ty pjmrw ,40.71455,-74.00714
192,Incident on #5Line at 125 St https://t.co/P6587gKqDO,1.0,0.0,incident 5line 125 st https co p6587g kq ,40.71455,-74.00714
194,Construction on #NY79 WB at Seneca Way https://t.co/rB2DRymd3h,1.0,0.0,construction new york 79 west bound seneca way https co r b2drymd3h ,40.71455,-74.00714
195,Closure on #NY27 Both directions at Snake Hollow Road https://t.co/VINas58ADn,1.0,0.0,closure new york 27 directions snake hollow road https co vinas58adn ,40.71455,-74.00714
196,Cleared: Incident on #RockawayLine at Rockaway Park - Beach 116 St,0.865,0.1027,cleared incident rocka way line rocka way park beach 116 st ,40.57793,-73.83621
199,Construction on #I80 EB from East of Exit 47A - I-280 to East of Exit 47A - I-280 https://t.co/wcfe56S2J7,1.0,0.0,construction i80 east bound east exit 47a 280 east exit 47a 280 https co wcfe56s2j7 ,40.71455,-74.00714
200,Cleared: Construction on #NY29 Both directions at Town of Ephratah; Town of Oppenheim Line,0.903,0.1027,cleared construction new york 29 directions town ephratah town oppenheim line ,43.05205,-74.61013
201,Incident on #US46 EB at CR 611/Hope Rd https://t.co/R7zYYmMU5f,1.0,0.0,incident us46 east bound cr 611 hope rd https co r7z yym mu5f ,43.30357,-74.24314
202,Updated: Incident on #NJ38 EB at Mill Rd/Columbia Blvd https://t.co/JSic5B4Q7T,1.0,0.0,updated incident new jersey 38 east bound mill rd columbia blvd https co jsic5b4q7t ,47.214413,-65.19777
204,tweet,1.0,0.0,tweet ,41.32125,-74.34017
205,Cleared: Incident on #CLine at Canal St,0.811,0.1027,cleared incident cline canal st ,40.72073,-74.00376
206,Incident on #NJ38 EB at Mill Rd/Columbia Blvd https://t.co/JSic5B4Q7T,1.0,0.0,incident new jersey 38 east bound mill rd columbia blvd https co jsic5b4q7t ,47.214413,-65.19777
210,Incident on #ALine at Rockaway Park - Beach 116 St https://t.co/3La5MmbsqI,1.0,0.0,incident aline rocka way park beach 116 st https co 3la5mmbsq ,40.57793,-73.83621
211,Closure on #NJ70 WB at West of NJ 41/CR 154 https://t.co/uGHpELz6nV,1.0,0.0,closure new jersey 70 west bound west new jersey 41 cr 154 https co u ghp elz6n v ,44.22149,-79.43212
213,Cleared: Incident on #6Line from Grand Central - 42 St to 14 St - Union Sq,0.732,0.5267,cleared incident 6line grand central 42 st 14 st union sq ,7.11519,-73.13975
214,Closure on #NJ29 SB at South of Lalor St https://t.co/DGnS3EOdet,1.0,0.0,closure new jersey 29 south bound south lalor st https co dgn s3eodet ,49.176575,-2.1067448
215,Incident on #I76 EB at West of Exit 1B - I-295 https://t.co/BpFltAJuSQ,1.0,0.0,incident interstate 76 east bound west exit 1b 295 https co bp flt aju sq ,40.71455,-74.00714
216,Incident on #ShuttleLine at Rockaway Park - Beach 116 St https://t.co/3La5MmbsqI,1.0,0.0,incident shuttle line rocka way park beach 116 st https co 3la5mmbsq ,40.57793,-73.83621
217,Cleared: Incident on #RipVanWinkleBridge WB from Center Span to Greene County side,0.887,0.1027,cleared incident rip van winkle bridge west bound center span greene county side ,42.33177,-75.774
219,Cleared: Closure on #US9 NB at CR 184/King George Post Rd,0.877,0.1027,cleared closure us9 route h bound cr 184 king george post rd ,43.93055,-79.51982
220,Updated: Incident on #NJ3 WB at Grove St https://t.co/Dx3I7xVxeb,1.0,0.0,updated incident new jersey 3 west bound grove st https co dx3i7x vx east bound  ,40.73248,-74.00634
222,Cleared: Incident on #NJ3 WB at Grove St,0.833,0.1027,cleared incident new jersey 3 west bound grove st ,40.73248,-74.00634
225,Cleared: Incident on #I676 NB at South of Exit 3 - Morgan Blvd,0.877,0.1027,cleared incident i676 route h bound south exit 3 morgan blvd ,40.792778,-73.82551
227,Incident on #ParkLine at Rockaway Park - Beach 116 St https://t.co/3La5MmbsqI,1.0,0.0,incident park line rocka way park beach 116 st https co 3la5mmbsq ,40.57793,-73.83621
228,Closure on #US130 SB at South of CR 571/Princeton-Hightstown Rd https://t.co/35AO6jS2ir,1.0,0.0,closure us130 south bound south cr 571 princeton hightstown rd https co 35ao6j s2ir ,39.01341,-106.2414
229,Cleared: Incident on #NJ3 WB from East of Main Ave to Grove St,0.896,0.1027,cleared incident new jersey 3 west bound east main ave grove st ,42.45152,-77.84288
237,Cleared: Incident on #ALine SB at Canal St,0.833,0.1027,cleared incident aline south bound canal st ,40.72073,-74.00376
238,Cleared: Incident on #I278 WB at NY 25; Queens Boulevard,0.865,0.1027,cleared incident i278 west bound new york 25 queens boulevard ,40.7183,-73.83753
239,Updated: Incident on #NJ3 WB from East of Passaic Ave to East of US 46 https://t.co/e9qj3wl9W5,1.0,0.0,updated incident new jersey 3 west bound east passaic ave east us 46 https co e9qj3wl9w5 ,40.71455,-74.00714
240,Incident on #NJ70 EB at East of NJ 41/CR 154 https://t.co/7WAiyhg06K,1.0,0.0,incident new jersey 70 east bound east new jersey 41 cr 154 https co 7waiyhg06k ,44.22149,-79.43212
241,Closure on #NJ29 NB at South of Lalor St https://t.co/SMYGQrNpdV,1.0,0.0,closure new jersey 29 route h bound south lalor st https co smygqr npd v ,40.71455,-74.00714
242,Incident on #RockawayLine at Rockaway Park - Beach 116 St https://t.co/3La5MmbsqI,1.0,0.0,incident rocka way line rocka way park beach 116 st https co 3la5mmbsq ,40.57793,-73.83621
243,Cleared: Incident on #I76 EB at West of Exit 1B - I-295,0.877,0.1027,cleared incident interstate 76 east bound west exit 1b 295 ,40.71455,-74.00714
